brand,dealer_name,address,city,state_region,country,postal_code,latitude,longitude,phone,fax,email,website,dealer_type,services_offered,dealer_id,sap_code,source
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,ASTURCERES S.L.,AVDA DE LA CONSTITUCION N.96,LA ESPINA SALAS,ESPANA,ES,33891,43.3952217,-6.3370232,985 83 71 45,,info@asturceres.es,https://asturceres.sdfdealer.com/,Dealer,PARTS; SERVICE; TRACTORS,C144X,0010001079,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,ASTURCERES S.L.- Delegación Ribadesella,"Pol. Ind. Guadamia, Fase II, Nave 21",RIBADESELLA,ESPAÑA,ES,33560,43.4347155,-5.0059988,985 04 89 38,,-,https://asturceres.sdfdealer.com/,Dealer Branch,PARTS; SERVICE; TRACTORS,C3202X,0010001079,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,ASTURCERES S.L.- Delegación Viella-Siero,"CTRA. DE LA ESTACION S/N, - POL. IND. DE NAÓN, NAV",VIELLA-SIERO,ESPANA,ES,33429,43.394564,-5.7897208,985 04 89 38,,viella@asturceres.es,https://asturceres.sdfdealer.com/,Dealer Branch,PARTS; SERVICE; TRACTORS,C143X,0010001079,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,AUTOAGRICOLA AZNAR - Talleres Fidalgo,"TALLERES FIDALGO Ctra Sagunto Burgos, Km 193",CALAMOCHA,ESPANA,ES,44200,40.9199,-1.29691,978730022,,contabilidad@autoagricolaaznar.com,www.autoagricolaaznar.com,Affiliated Workshop,PARTS; SERVICE,C1467X,0020015985,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Gregoire; Huerlimann,AUTOAGRICOLA FERNANDO AZNAR S.L,AVDA. DE GOYA S/N,RICLA,ESPANA,ES,50270,41.5015247,-1.3977232,976 81 85 96,,comercial@autoagricolaaznar.com,http://www.autoagricolaaznar.com,Dealer,PARTS; SERVICE; TRACTORS,C145X,0010001080,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,AUTOAGRÍCOLA FERNANDO AZNAR - GRUAS HNOS. TORCAL SL,"Polígono La Charluca, calle AN12",Calatayud,ARAGÓN,ES,50300,41.3274786,-1.6414787,976884023,,hermanostorcal@hotmail.com,,Affiliated Workshop,PARTS; SERVICE,C4346X,0020026984,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,AUTOMOTOR  -TALLERS I RECANVIS DIESEL,AVENIDA VALMANYA 110,ALCARRÁS,CATALUÑA,ES,25180,41.569133,0.52488,973795083,,info@tallersdiesel.com,,Affiliated Workshop,PARTS; SERVICE,C4386X,0020015920,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,"AUTOMOTOR, S.A.","POL. IND. EL SEGRE C/VICTORIANO MUÑOZ, 601",Lleida,ESPANA,ES,25191,41.6217079,0.662548599,973 201 350,,adm@automotorlleida.com,https://automotorlleida.deutz-fahr-dealer.com,Dealer,PARTS; SERVICE; TRACTORS,C3931X,0010003345,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,BASCULANTES GARPRA S.L.,"POL.IND.CAMPONARAYA SEC 1, NAVE 13",CAMPONARAYA,ESPANA,ES,24410,42.5671907,-6.66095179,987 46 34 30,,info@basculantesgarpra.es,https://basculantesgarpra.sdfdealer.com,Dealer,PARTS; SERVICE; TRACTORS,C115X,0010001053,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; Huerlimann,CA N'ANDREU ES FERRER S.L.U.,C/ DELS TRENCADORS 1 POLIGONO INDUSTRIAL,"FERRERIES, MENORCA",ESPANA,ES,07750,39.98708,4.0201399,971 37 31 27,,canandreuesferrer@hotmail.es,https://canandreuesferrer.deutz-fahr-dealer.com,Dealer,PARTS; SERVICE; TRACTORS,C151X,0010001086,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,COMERCIAL AGRICOLA LOGAR S.A.,Pol. Ind. La Serreta  C/ Buenos Aires s/n,MOLINA DE SEGURA,España,ES,30500,38.0785144,-1.2274622,968 61 68 53,,marien@logar.info,www.logar.info,Dealer,PARTS; SERVICE; TRACTORS,C131X,0010001069,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,COMERCIAL AGRICOLA LOGAR S.A. - Hellin,Pol. Ind. San Rafael 3ª Fase,HELLIN,30,ES,02400,38.5393319,-1.7009574,967 17 91 18,,hellin@logar.info,www.logar.info,Dealer Branch,PARTS; SERVICE; TRACTORS,C132X,0010001069,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,COMERCIAL AGRICOLA LOGAR S.A. - Lorca,Paraje Puente El Vao Ctra. Lorca-Aguilas,LORCA,España,ES,30800,37.6576,-1.69509,868 17 83 68,,lorca@logar.info,www.logar.info,Dealer Branch,PARTS; SERVICE; TRACTORS,C1464X,0010001069,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,COMERCIAL AGRICOLA LOGAR S.A. - Villena,"Pol. Ind. El Rubial, Calle Siete, 9-11",VILLENA,30,ES,03400,38.6380962,-0.8854595,966 84 32 37,,villena@logar.info,www.logar.info,Dealer Branch,PARTS; SERVICE; TRACTORS,C177X,0010001069,lamborghini_api
SAME,COMERCIAL PLANELLS FERRER.S.L.,"BARRIO CAN GUASCH,26, SANTA EULALIA DEL RIO, IBIZA 07840",IBIZA,,ES,07840,38.988056,1.524298,971 33 07 11,,,,,PARTS; SERVICE; TRACTORS; AGRICENTER,2571,,same_nuxt_es-es
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,COMERCIAL VEIRAS S.A.,"AVDA. SAN MARCOS, 65",SANTIAGO DE COMPOSTELA,ESPANA,ES,15890,42.8929819,-8.48543969,981 58 77 22,,admon@comercialveiras.com,https://comercialveiras.sdfdealer.com,Dealer,PARTS; SERVICE; TRACTORS,C154X,0010001089,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,COMERCIAL VEIRAS S.A. - Agromecánica San Clemente,AGROMECANICA SAN CLEMENTE Mercurin,ORDES,ESPANA,ES,15680,43.1122,-8.41973,981 58 77 22,,agromecanicasclemente@comercialveiras.com,,Affiliated Workshop,PARTS; SERVICE,C2634X,0020015995,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,COMERCIAL VEIRAS S.A. - Talleres Capelo,TALLERES CAPELO				 Olveira,DUMBRIA,ESPANA,ES,15151,42.9887,-9.03067,981 58 77 22,,tallerescapelo@comercialveiras.com,www.comercialveiras.com,Affiliated Workshop,PARTS; SERVICE,C2633X,0020015994,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; Huerlimann,EGIMENDI NEKAZAL TRESNAK S.L.,AUTOVIA GASTEIZ-DONOSTIA. POL.IND. KATATEGI-1,IRURA,ESPANA,ES,20271,43.1690035,-2.0649378,943 69 04 90,,almacen@egimendi.net,https://egimendi.sdfdealer.com,Dealer,PARTS; SERVICE; TRACTORS,C156X,0010001091,lamborghini_api
SAME,EMMS.S.A.,"C/ LA MUNIA ,25, VILAFRANCA DEL PENEDES 08720",VILAFRANCA DEL PENEDES,,ES,08720,41.338467,1.686798,93 891 54 80,,,http://www.emms.es,,PARTS; SERVICE; TRACTORS,2145,,same_nuxt_es-es
Deutz-Fahr; Lamborghini Trattori; Huerlimann,ESPATRACTOR S.L.,POL IND APARICIO-PARCELA A,ESPARTINAS,ESPAÑA,ES,41807,37.3844774,-6.12281789,955 71 30 87,,espatractor@hotmail.com,www.espatractor.es,Dealer,PARTS; SERVICE; TRACTORS,C163X,0010001098,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,G.B.V.  AGRÍCOLA - FRANCISCO PASCUAL CUBEDO REDONDO,"C/ Periodista Manolo Molés, 23",Alquerías del Niño Perdio,COMUNIDAD VALENCIANA,ES,12539,39.8969,-0.106395,672166000,,furgonetaller@gmail.com,,Affiliated Workshop,SERVICE,C4509X,0020027613,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,G.B.V. AGRICOLA SL.,"POL. IN. SUR, PARCELA 27",ALGINET,ESPANA,ES,46230,39.2508423,-0.477347499,96 175 00 93,,administracion@gbvagricola.com,https://gbvagricola.sdfdealer.com/,Dealer,PARTS; SERVICE; TRACTORS,C164X,0010001099,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,G.B.V. AGRICOLA SL. - Miguel Garcia Pardo,"Pol. Ind. El Melero - Avda. Industria, 52",UTIEL,ESPAÑA,ES,46300,39.5767,-1.20626,606578995,,-,,Independent workshop,SERVICE,C4091X,0020024520,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,G.B.V. AGRICOLA SL. - Talleres Luis Pradas,"AVDA. DEL OESTE, 6",BETERA,ESPAÑA,ES,46117,39.5941,-0.466567,961691438,,-,,Affiliated Workshop,SERVICE,C4092X,0020024891,lamborghini_api
SAME,"GERMANS VAQUER ASENSIO, S.L.","C/ DUSAI, 26, PORRERES 07260",PORRERES,,ES,07260,39.517000,3.022660,971 64 75 04,,,,,PARTS; SERVICE; TRACTORS,2924,,same_nuxt_es-es
Deutz-Fahr; Lamborghini Trattori; SAME; Gregoire; Huerlimann; ViTiBOT,HERMANOS CALVO ALMUNIA SL,"JESUS ONOS, S/N",MILAGRO,ESPANA,ES,31320,42.2422551,-1.7670466,948861143,,hnoscalvo_jccm@hotmail.com,http://www.calvoalmunia.com,Dealer,PARTS; SERVICE; TRACTORS; AGRICENTER,C84X,0010001023,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,HIJOS DE ANTONIO REAL S.L.,"P.I. LOS CERROS  CTRA DE VILCHES, 1",UBEDA,ESPANA,ES,23400,38.0246103,-3.3706501,953 79 21 91,,info@tractoresreal.com,http://tractoresreal.sdfdealer.com,Dealer,PARTS; SERVICE; TRACTORS,C171X,0010001105,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,HIJOS DE ANTONIO REAL S.L. - Córdoba,POL. IND. LA TORRECILLA C/ INGENIERO TORRES QUEVED,CÓRDOBA,ESPANA,ES,14013,37.8564977,-4.791913,957 34 30 01,,manoli@tractoresreal.com,http://tractoresreal.sdfdealer.com,Dealer Branch,PARTS; SERVICE; TRACTORS,C170X,0010001031,lamborghini_api
SAME,MAGRISA,"ALFREDO NOBEL,1, LAS PALMAS 35013",LAS PALMAS,,ES,35013,28.094168,-15.450931,928 41 54 96,,,http://www.magrisacanarias.es/,,PARTS; SERVICE; TRACTORS; AGRICENTER,2558,,same_nuxt_es-es
SAME,MAQUINARIA AGRICOLA CARINANOS S.A.,"POL.IND.GALZAR C/ GURUTXE-BIDE,4, SALVATIERRA 01200",SALVATIERRA,,ES,01200,42.849446,-2.409557,945 30 07 25,,,http://www.cariñanos.es,,PARTS; SERVICE; TRACTORS,2793,,same_nuxt_es-es
Lamborghini Trattori,MAQUINARIA AGRÍCOLA RUSIÑOL - TORRAS MAQUINARIA,"Ctra. Sabadell a Mollet, km. 5,5",Santa Perpetua de Mogoda,CATALUÑA,ES,08130,41.5337785,2.1718983,935603097,,recambios@rusinyol.com,https://torrasmaquinaria.sdfdealer.com/,Independent workshop,,C137C,0020021640,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,RECANVIS AGRICOLES ALBAREDA S.L.,"C/ Comptat d'Osona, 15",VIC,,ES,08500,41.9343996,2.2607164,93 886 06 20,,mariano@recanvisalbareda.com,www.recanvisalbareda.com,Independent workshop,PARTS; SERVICE,C94X,0020015986,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,REMAGRI  S.L.,POL. IND. LOS CERROS C/ TRANSPORTE,UBEDA,ESPAÑA,ES,23400,38.0245411,-3.3703916,953 792 191,,manoli@tractoresreal.com,http://tractoresreal.sdfdealer.com,Dealer,PARTS; SERVICE; TRACTORS,C92X,0010001031,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,REMAGRI - Hijo de Manuel Gomez Ortega S.L.,CAMINO DE LAS INFANTAS S/N,FUERTE DEL REY,ESPANA,ES,23180,37.874373,-3.8797622,953 37 50 10,,info@maquinariahgo.es,http://tractoresreal.sdfdealer.com,Affiliated Workshop,PARTS; SERVICE,C86X,0020025684,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,REMAGRI - TALLER JUAN MONTES,"CTRA. DE CABRA, S/N",LUCENA,ESPAÑA,ES,13490,37.4240073,-4.47871819,-,,tallerjuanmontes@hotmail.com,http://tractoresreal.sdfdealer.com,Affiliated Workshop,PARTS; SERVICE,C4228X,0020015862,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,REP. AGR. SEGOVIA - DIVISION CASTILLA Y LEON,"P.I. Tierra de Arevalo, 9",AREVALO,ESPAÑA,ES,05200,41.0702,-4.72908,-,,recambios@agrsegovia.com,,Affiliated Workshop,PARTS; SERVICE,C2635X,0020022010,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Gregoire,REPUESTOS AGRÍCOLAS SEGOVIA,"Ctra. Cuellar a Sta. María de Nieva KM. 43,550",NIEVA,ESPAÑA,ES,40447,41.0767101,-4.4174387,921594597,,jsanz@agrsegovia.com,,Dealer,PARTS; SERVICE; TRACTORS,C4083X,0010003406,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Gregoire,REPUESTOS AGRÍCOLAS SEGOVIA - TALLER JOSÉ FÉLIZ PASCUAL GIL,"Avenida de Costaján, n.6",Aranda de Duero,Castilla y León,ES,09400,41.6935166896534,-3.68420581650651,636615036,,talleresagrojoal@gmail.com,,Affiliated Workshop,PARTS; SERVICE,C356C,0020028485,lamborghini_api
SAME,Solicita presupuesto,,,,ES,,,,,,,,,TRACTORS,4,,same_nuxt_es-es
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,"TALLER EMPALME - MILLARES TORRON, SL","CTRA. de SANTIAGO, KM 5",LUGO,ESPANA,ES,27210,42.9668101,-7.59864839,982221966,,correo@millarestorron.com,https://tallerempalme.sdfdealer.com,Affiliated Workshop,PARTS; SERVICE,C119X,0020024271,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; Huerlimann,TALLER EMPALME VILLALBA S.L.,SAN JORGE RIO AVIESO,SAN JORGE - VILLALBA,ESPANA,ES,27818,43.2759,-7.60377,982 51 16 31,,info@tallerempalme.com,https://tallerempalme.sdfdealer.com,Dealer,PARTS; SERVICE; TRACTORS,C159X,0010001094,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; Huerlimann,TALLER JOSÉ ANTONIO GARCÍA S.L.,"POLIGONO LA LAGUNA, NAVE 9",ALCANIZ,ESPANA,ES,44600,41.0541499,-0.1537587,978 83 05 61,,garciafuster@live.com,http://www.garciafustertaller.es,Dealer,PARTS; SERVICE; TRACTORS,C96X,0010001997,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,TALLER MECANIC FONT S.R L.,AFORES GUARDIOLA S/N,LA BISBAL D´EMPORDÀ,ESPAÑA,ES,17100,41.9521306,3.0449865,972 64 09 06,,admin@tallersfont.com,,Dealer,PARTS; SERVICE; TRACTORS,C136X,0010001072,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,TALLERES BARTOLOME RODRIGUEZ SL,"C/ LA ARTIGA, PARCELA 10  P.I.LA HINIESTA",ZAMORA,ESPANA,ES,49025,41.5082,-5.74794,980 52 57 58,,info@talleresbartolome.com,http://www.talleresbartolome.com,Dealer,PARTS; SERVICE; TRACTORS,C141X,0010001077,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,TALLERES BARTOLOME RODRIGUEZ SL - SALAMANCA,"C/ GUATEMALA, 105-107, P.I. LOS VILLARES",VILLARES DE REINA,ESPANA,ES,37184,40.9973585,-5.6492043,980 52 57 58,,info@talleresbartolome.com,http://www.talleresbartolome.com,Dealer Branch,PARTS; SERVICE; TRACTORS,C26C,0010001077,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,TALLERES BARTOLOME SL - TALLERES LISBOA,"C/ NOBEL, PAC.113 P.I. EL MONTALVO I",SALAMANCA,ESPANA,ES,37008,40.9428128,-5.6624053,923 190 464,,info@tallereslisboa.es,www.talleresbartolome.com,Affiliated Workshop,PARTS; SERVICE,C140X,0020015982,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,TALLERES VILLORIA - RUIZ CALDERON,"AVDA. SANTANDER, 3",AGUILAR DE CAMPOO,ESPANA,ES,34800,42.7935,-4.25521,945 30 07 25,,ruizcalderongarcia@gmail.com,,Affiliated Workshop,PARTS; SERVICE,C85X,0020024875,lamborghini_api
SAME,TALLERES VILLORIA LOPEZ S.L.,"CTRA. GENERAL 2, MAYORGA 47680",MAYORGA,,ES,47680,42.159298,-5.266330,983 75 13 66,,,http://www.talleresvilloria.es/,,PARTS; SERVICE; TRACTORS,2096,,same_nuxt_es-es
SAME,TAVEMA S.L.,"CTRA NUEVA S.N., ALAYOR - MENORCA 07730",ALAYOR - MENORCA,,ES,07730,39.932584,4.134913,971 37 13 13,,,http://www.tavema.com/,,PARTS; SERVICE; TRACTORS,2547,,same_nuxt_es-es
SAME,TORRAS MAQUINARIA DEL BAGES S.L.,"Carrer Antonio Machado, 2, Santo Joan de Vilatorrada 08250",Santo Joan de Vilatorrada,,ES,08250,41.735825,1.802786,938 73 03 36,,,https://torrasmaquinaria.sdfdealer.com/,,PARTS; SERVICE; TRACTORS,2559,,same_nuxt_es-es
SAME,TOT TRACTOR S.L.,"CTRA. NACIONAL 340, KM 1053, NAVE 2, VINAROZ 12500",VINAROZ,,ES,1053,40.471200,0.474940,964 45 54 56,,,http://www.tottractor.com,,PARTS; SERVICE; TRACTORS,2916,,same_nuxt_es-es
Lamborghini Trattori; Huerlimann,TRACTOGARDEN S.L.,C/ PARTIDA CAPSADES 3,VINAROZ,ESPANA,ES,12500,40.4642821,0.4630231,964 40 05 92,,tractogarden@tractogarden.com,,Dealer,PARTS; SERVICE; TRACTORS,C149X,0010001084,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,TRACTONIN - AUTOMECANICA TERRA ALTA,CALLE TARRAGONA 13,BATEA,,ES,43786,41.0944,0.313961,635224476,,automecanicaterraalta@gmail.com,,Independent workshop,PARTS,C61C,0020024902,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,TRACTONIN - JOSEP GISBERT VIDAL,C/ROSINYOL 40,VILALBA DELS ARCS,,ES,43782,41.1223,0.405168,977438016,,tagisbert@tallergisbert.com,,Independent workshop,PARTS,C55C,0020023565,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,TRACTONIN - TALLERES DOLZ CIVOR,"Avenida Caspe, s/n",MAELLA,ESPAÑA,ES,50710,41.1281283,0.1318773,976 63 84 98,,eltallerdemaella@gmail.com,,Affiliated Workshop,PARTS; SERVICE,C4222X,0020025026,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,"TRACTONIN - VERDCAMP FRUITS, S.A.T. 1132 CAT",APARTADO 170 - MASSIA BARRABEIG,CAMBRILS,,ES,43850,41.0832,1.01107,977793859,,jordibp@verdcampfruits.com,,Independent workshop,PARTS,C60C,0020023679,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,TRACTONIN S.L.,"CARRER PERE CALDERS,24",REUS,ESPANA,ES,43206,41.1529,1.1148,977 313 862,,info@tractonin.cat,http://www.tractonin.cat,Dealer,PARTS; SERVICE; TRACTORS,C166X,0010001101,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; Huerlimann,TRACTOR MORON S.L.,"Ctra. Morón-Montellano, Km 3",MORON DE LA FRONTERA,ESPANA,ES,41530,37.1294,-5.45282,95 485 21 32,,info@agrialba.com,https://agrialba.sdfdealer.com,Dealer,PARTS; SERVICE; TRACTORS,C128X,0010001066,lamborghini_api
SAME,AGROMEHANIKA AC D.O.O.,"MIROSLAVA PRODANOVICA MICKA, 4, NOVI  SAD   - SERBIA - 21000",NOVI  SAD   - SERBIA -,,EU,21000,45.285400,19.818000,+381 21 419071,,,,,PARTS; SERVICE; TRACTORS,1272,,same_nuxt_en-eu
SAME,AGROVOJVODINA MEHANIZACIJA,"PRVOMAJSKA B.B. N. PINTIJA, SKOPJE MK-1000",SKOPJE MK-,,EU,1000,41.997300,21.428000,+389.2.2794.124,,,www.agrovojvodina.eu,,PARTS; SERVICE; TRACTORS,2075,,same_nuxt_en-eu
SAME,CONTSTAR KERESKEDELMI ES,"Hankóczy Jenő utca 8/A. 1.em.3, BUDAPEST 1022",BUDAPEST,,EU,1022,47.515100,19.012300,+36306550885,,,www.contstar.hu,,PARTS; SERVICE; TRACTORS,2069,,same_nuxt_en-eu
SAME,CONTSTAR Kft. - Gyöngyös,"Petfői utca 17, Gyöngyös 3200",Gyöngyös,,EU,3200,47.787300,19.925500,-,,,www.contstar.hu,,PARTS; SERVICE; TRACTORS,1259,,same_nuxt_en-eu
SAME,CONTSTAR Kft. - Nyíregyháza,"Debreceni út 103, Nyíregyháza 4400",Nyíregyháza,,EU,4400,47.935000,21.718400,-,,,www.contstar.hu,,PARTS; SERVICE; TRACTORS; AGRICENTER,1258,,same_nuxt_en-eu
SAME,GOLIC TRADE D.O.O.,"Romanovci bb, Gradiška 78400",Gradiška,,EU,78400,45.052400,17.311600,+387.51.890.200,,,https://www.golictrade.com/,,PARTS; SERVICE; TRACTORS,2073,,same_nuxt_en-eu
SAME,Krzisnik Andraz s.p.,"Dolencice 10, Poljane nad Š.L. 4223",Poljane nad Š.L.,,EU,4223,46.154933,14.172166,+386 51 805740,,,,,PARTS; SERVICE; TRACTORS,6047,,same_nuxt_en-eu
SAME,NHR Agropartners SRL,"Calea Bucurestiolor 247, Loc. Otopeni, Jud. Ilfov, Otopeni 075100",Otopeni 075100,,EU,,44.560326,26.068407,+40213007906,,,www.nhr.ro,,PARTS; SERVICE; TRACTORS; AGRICENTER,2039,,same_nuxt_en-eu
SAME,POGONI SHPK,"PROGER NO 45 DEVOLL, KORCE 7011",KORCE,,EU,7011,40.685400,20.922600,+355 87380644,,,www.pogonitractor.com,,PARTS; SERVICE; TRACTORS; AGRICENTER,2081,,same_nuxt_en-eu
SAME,THEOCARAKIS S.A. - Athens,"169,ATHION AVENUE, Athens 10447",Athens,,EU,10447,37.995287,23.695312,210 3479700,,,www.samedeutz-fahr.gr,,PARTS; SERVICE; TRACTORS,2061,,same_nuxt_en-eu
SAME,THEOCARAKIS S.A. - Thessaloniki,"5th klm Nat. Road Thessaloniki-Katerini, Thessaloniki 57009",Thessaloniki,,EU,57009,40.654600,22.878700,210 3479700,,,www.samedeutz-fahr.gr,,PARTS; SERVICE; TRACTORS,474,,same_nuxt_en-eu
SAME,TO-DA d.o.o.,"Spodnje Bitnje 24, Zabnica 4209",Zabnica,,EU,4209,46.204479,14.333293,-,,,www.to-da.si,,PARTS; SERVICE; TRACTORS,26,,same_nuxt_en-eu
SAME,TRAKOM D.O.O.,"ZADOBROVA 069, SKOFJAVAS   -SLOVENIA- 3211",SKOFJAVAS   -SLOVENIA-,,EU,3211,46.263643,15.308913,+386 (0)3 5461870,,,www.trakom-slo.com,,PARTS; SERVICE; TRACTORS,2064,,same_nuxt_en-eu
SAME,PFG Australia,"199 AUSTRALIS DRIVE, MELBOURNE 3030",MELBOURNE,,FE,3030,-37.803662,144.769149,1800 872 2867,,,www.pfgaustralia.com.au,,PARTS; SERVICE; TRACTORS,2056,,same_nuxt_en-fe
SAME,POWER FARMING WHOLESALE LIMITED,"110 Thames Street, MORRINSVILLE 3300",MORRINSVILLE,,FE,3300,-37.660312,175.523245,+ 64 7 902 2200,,,www.powerfarming.co.nz,,PARTS; SERVICE; TRACTORS,2875,,same_nuxt_en-fe
SAME,AGRI FROT,"14, route de Sully, BONNEE 45460",BONNEE,,FR,45460,47.791448,2.379174,02 38 36 31 32,,,,,PARTS; SERVICE; TRACTORS,2887,,same_nuxt_fr-fr
Deutz-Fahr; Lamborghini Trattori; GreenPro,AGROLEIX 24 SARL,Le Bourg,BORREZE,France,FR,24590,44.9538795,1.3888144,05 53 28 83 39,,agroleix24@orange.fr,,Dealer,PARTS; SERVICE; TRACTORS,C5591X,0010000814,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,ALFADOU SARL,Route de Baume-les-Dames,GONSANS,France,FR,25360,47.235822,6.303405,03 81 55 25 65,,info.alfadou@alfadou.fr,www.alfadou.fr,Dealer,PARTS; SERVICE; TRACTORS; AGRICENTER,C5593X,0010000815,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,AMB SAS - MAROLLES,"1, rue des Ormeaux",MAROLLES,France,FR,51300,48.7152681,4.62437649,03 26 74 05 55,,valerie.comptabilite@agriviti.fr,www.gdv-agriviti.fr,Dealer Branch,PARTS; SERVICE; TRACTORS,C5667X,0010003133,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,ANSELIN SA,1 RUE DU HAMEL,GRANDCOURT,France,FR,76660,49.9139,1.48949,02 32 97 56 70,,grandcourt@anselin.net,www.anselin.net,Dealer,PARTS; SERVICE; TRACTORS,C5751X,0010000947,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,ANSELIN SA - ANNOUVILLE,"11, rue des bacs",ANNOUVILLE,France,FR,76110,49.6764813,0.431981,02 35 27 73 45,,annouville@anselin.net,www.anselin.net,Dealer Branch,PARTS; SERVICE; TRACTORS,C1421X,0010000947,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,ANSELIN SA - BERMONVILLE,"7, rue du bout joyeux",BERMONVILLE,France,FR,76640,49.6400936,0.632597899,02 35 96 70 11,,bermonville@anselin.net,www.anselin.net,Dealer Branch,PARTS; SERVICE; TRACTORS,C5750X,0010000947,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,ANSELIN SA - DOMART EN PONTHIEU,"20, route de Franqueville",DOMART EN PONTHIEU,France,FR,80620,50.0804777,2.1195778,03 22 54 88 88,,domart@anselin.net,www.anselin.net,Dealer Branch,PARTS; SERVICE; TRACTORS,C5752X,0010000947,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,ANSELIN SA - ESCLAVELLES,Les Hayons,ESCLAVELLES,France,FR,76270,49.6953506,1.3628073,02 35 93 15 72,,leshayons@anselin.net,www.anselin.net,Dealer Branch,PARTS; SERVICE; TRACTORS,C5753X,0010000947,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME,ANSELIN SA - FEUQUIERES,10 RUE DU SEPT JUIN,FEUQUIERES,France,FR,60960,49.6473078,1.8486578,03 44 04 51 35,,feuquieres@anselin.net,,Dealer Branch,PARTS; SERVICE; TRACTORS,C2861X,0010000947,lamborghini_api
Deutz-Fahr; Lamborghini Trattori; SAME; GreenPro,BALLAND ET FILS SARL,6 bis route de la gare,DOMFAING,France,FR,88600,48.2413637,6.7431126,03 29 51 31 89,,m.balland@wanadoo.fr,,Dealer,PARTS; SERVICE; TRACTORS; AGRICENTER,C34X,0010000973,lamborghini_api
SAME,BALTHAZARD SARL,"107, rue Charles de Gaulle, ORBEY 68370",ORBEY,,FR,68370,48.121341,7.149714,03 89 71 21 01,,,,,PARTS; SERVICE; TRACTORS,2724,,same_nuxt_fr-fr
SAME,BAYARD,"Route Nationale, MOULLE 62910",MOULLE,,FR,62910,50.787500,2.176490,03 21 93 75 58,,,www.ets-bayard.fr,,PARTS; SERVICE; TRACTORS; AGRICENTER,2742,,same_nuxt_fr-fr
