brand,dealer_id,dealer_name,name_affix,address,house_number,city,state_region,country,country_name,postal_code,latitude,longitude,phone,email,website,dealer_type,is_independent_service_partner,services_offered,delivery_programs,delivery_program_icons,dealer_locator_ids
CLAAS,23427663,Landtechnik Traut,Inh. Sebastian Traut,Reutersgasse,4,Lautertal,Bavaria,DE,Germany,96486,50.29552,10.979882,+4995615961030,,,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers,03C; 01A; 01B,tractors; forage_harvester_machinery; telehandlers,12; 1; 2; 5; 6; 7; 8; 9
CLAAS,619,Lautenbach Landtechnik,GmbH & Co. KG,Germershäuser Straße,1,Rollshausen,Lower Saxony,DE,Germany,37434,51.562521,10.193616,+495528731,info@lautenbach-landtechnik.de,,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 03C; 02B; 03D; 02C; 12; 01B; 03E; 13; 02D; 14; 02E; 08; 09; 04A; 03A; 02A; 03B; 10,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,6097820,Losses Dorfschmiede,Inh. Wolfgang Losse,Wolfeshorn 5,,Sehnde,Lower Saxony,DE,Germany,31319,52.296238,9.947009,+4951382594,MAIL@LOSSES-DORFSCHMIEDE.DE,www.losses-dorfschmiede.de,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; Balers,01A; 02B; 03C; 01B; 02C; 03D; 14; 08; 09; 03A; 03B; 10; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,6070673,Martin Graml,Landmaschinen,Oberer Markt,25,Kößlarn,Bavaria,DE,Germany,94149,48.371339,13.119234,+4985361267,m.graml@t-online.de,www.landtechnik-graml.de,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 01A; 02B; 03D; 12; 02C; 01B; 02D; 03E; 01C; 02E; 01D; 14; 08; 09; 04A; 03A; 10; 02A; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,253,Martin Gruber GmbH & Co. KG,,Wasentegernbach,55,Dorfen,Bavaria,DE,Germany,84405,48.2739571737,12.213788825,+49808293000,INFO@GRUBER-KG.DE,WWW.GRUBER-KG.DE,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 99; 03C; 02B; 03D; 01B; 12; 02C; 02D; 01C; 13; 03E; 14; 02E; 01D; 17; 08; 09; 04A; 03A; 02A; 10; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,25236292,Martin Gruber GmbH & Co. KG,,Untere Hauptstraße,9,Eitting,Bavaria,DE,Germany,85462,48.359946,11.890565,,,,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 01B; 03D; 04A; 03A; 02A; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 9
CLAAS,23354144,Mecklenburger Landtechnik GmbH,,Tarnower Landweg,8,Gülzow-Prüzen,Mecklenburg-Vorpomm.,DE,Germany,18276,53.764496052407,12.0485773035226,+49384503010,info@mecklenburger-lt.de,WWW.MECKLENBURGER-LT.DE,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 03C; 02B; 12; 03D; 02C; 01B; 01C; 13; 14; 02E; 01E; 08; 09; 04A; 03A; 03B; 10; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,3130,Mecklenburger Landtechnik GmbH,Niederlassung Kritzkow,An der Chaussee,11b,Laage,Mecklenburg-Vorpomm.,DE,Germany,18299,53.8733072,12.2391268,+49384543170,info@mecklenburger-lt.de,WWW.MECKLENBURGER-LT.DE,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 01A; 02B; 03D; 01B; 01C; 01E; 08; 04A; 03A; 02A; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,22105297,Mecklenburger Landtechnik GmbH,Niederlassung Reddelich,Suhring,23,Reddelich,Mecklenburg-Vorpomm.,DE,Germany,18209,54.0868549457,11.8432246943,+4938203736160,info@mecklenburger-lt.de,www.mecklenburger-lt.de,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 12; 03D; 01B; 01C; 13; 14; 01E; 08; 09; 04A; 03A; 10; 03B; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,6996,Mecklenburger Landtechnik GmbH,Niederlassung Teterow,Am Schwarzen See,3,Teterow,Mecklenburg-Vorpomm.,DE,Germany,17166,53.78995,12.56875,+4939961577940,info@mecklenburger-lt.de,WWW.MECKLENBURGER-LT.DE,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 03C; 02B; 12; 01B; 01C; 13; 14; 01E; 08; 09; 04A; 03A; 10; 02A; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,11; 12; 1; 2; 5; 6; 8; 9
CLAAS,6317,Metallbau & Landtechnik Fritz Springer,GmbH & Co.KG.,Frohnauer Weg,5,Schlettau,Saxony,DE,Germany,09487,50.5653455635,12.9596102123,+49373365340,info@springer-landtechnik.eu,WWW.SPRINGER-LANDTECHNIK.DE,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 03C; 02B; 03D; 02C; 01B; 12; 13; 14; 08; 09; 04A; 03A; 02A; 10; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,24964213,Michael Glöckner Landmaschinen,,Bahnhofstraße,62,Schönenberg-Kübelberg,Rhineland Palatinate,DE,Germany,66901,49.40453,7.37551,+4963738919447,,www.lms-gloeckner.de,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; Balers,01A; 03C; 02B; 01B; 01C; 01E; 08; 03A; 03B; 10; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; balers,12; 1; 5; 9
CLAAS,2124,Michael Silbereisen,Inh. Robert Karlstetter,Rotthof,21,Ruhstorf,Bavaria,DE,Germany,94099,48.4276713685,13.3190207108,+4985313408,INFO@SILBEREISEN.DE,WWW.SILBEREISEN.DE,Sales,True,Tractors; Forage Harvesting Machinery; Combines; Balers,01A; 03C; 03D; 12; 13; 02D; 14; 08; 09; 03A; 10; 02A; 03B,tractors; forage_harvester_machinery; combines; balers,12; 9
CLAAS,20908920,Mollenhauer Landmaschinen GmbH,,Bahnhofstr.,13,Engersen,Saxony-Anhalt,DE,Germany,39638,52.522027,11.395805,+4939085786,,,Sales & Service,False,Tractors; Service & Parts; Telehandlers; Forage Harvesting Machinery; Combines; Forage Harvesters; Balers; EASY (Electronics),,tractors; service_and_parts; telehandlers; forage_harvester_machinery; combines; forage_harvester; balers; easy,12; 2; 6; 8; 9
CLAAS,20591836,Moser & Ritterswürden GmbH,Landtechnik - Forst- u. Gartengeräte,Am alten Bahndamm,10,Bruck,Bavaria,DE,Germany,85567,48.03861871093655,11.934821271261121,+4980923308610,info@landtechnik-fuermoosen.de,www.landtechnik-fuermoosen.de,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 03D; 01B; 02D; 02E; 04A; 03A; 03B; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,6092005,Müller Landtechnik,,Ottenhof,70,Plech,Bavaria,DE,Germany,91287,49.6672106301,11.4653765319,+4992447132,f.mueller@landmaschinen-mueller.de,WWW.LANDMASCHINEN-MUELLER.DE,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Balers,01A; 03C; 03D; 01B; 12; 13; 01C; 14; 17; 08; 09; 03A; 03B; 02A; 10,tractors; forage_harvester_machinery; telehandlers; combines; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,30413625,Müllers GmbH,,Im Horn,9,Kröv,Rhineland Palatinate,DE,Germany,54536,49.9739267,7.07494457,,,,Sales,True,Tractors; Forage Harvesting Machinery; Balers,03C; 01A; 03A,tractors; forage_harvester_machinery; balers,12; 9
CLAAS,23425842,Neumann Landtechnik GmbH & Co.KG,,Glittenbergstraße,52,Barßel,Lower Saxony,DE,Germany,26676,53.100483,7.810446,+4944978581000,info@neumann-landtechnik.de,,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 03C; 02B; 12; 03D; 01B; 13; 14; 08; 09; 04A; 03A; 03B; 10; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,23328985,Oltmann & Rohlfer GmbH,,Hinterm Esch,6,Garrel,Lower Saxony,DE,Germany,49681,52.952268,8.042636,+494474325,,www.oltmann-rohlfer.de,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 03C; 02B; 12; 03D; 01B; 13; 14; 08; 09; 04A; 03A; 03B; 10; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 2; 8; 9
CLAAS,6078037,Opgenhoff Landtechnik,Inh. Christina Rühl,Haagscher Weg,14,Kevelaer,Nrth Rhine Westfalia,DE,Germany,47623,51.56577,6.25741,+4928322783,cruehl@opgenhoff.de,www.opgenhoff.de,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; Balers,03C; 01A; 02B; 02C; 12; 03D; 01B; 02D; 13; 14; 02E; 08; 09; 03A; 03B; 10; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,20903101,Opgenhoff Landtechnik,Inh. Christina Rühl,Im Müldersfeld,3,Wachtendonk,Nrth Rhine Westfalia,DE,Germany,47669,51.4139310485,6.337858199,+492836919276,cruehl@opgenhoff.de,www.opgenhoff.de,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; Balers,01A; 03C; 02B; 12; 03D; 02C; 01B; 02D; 13; 03E; 14; 02E; 08; 09; 03A; 03B; 10; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,6723,Palandt Landmaschinen GmbH,,Lindener Bergsfeld,17,Holle,Lower Saxony,DE,Germany,31188,52.1107609997,10.1676712855,+49506290880,info@palandt-landmaschinen.de,www.palandt-landmaschinen.de,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 03C; 02B; 12; 01B; 03D; 02C; 13; 01C; 03E; 02D; 02E; 14; 08; 09; 04A; 03A; 02A; 10; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,6091984,Paul Cordes,Landmaschinen,Königreicher Str. 2,,Jork,Lower Saxony,DE,Germany,21635,53.520361,9.72617,+494162265,INFO@CORDES-LANDMASCHINEN.DE,,Sales,True,Tractors; EASY (Electronics),01A; 14; 08; 09; 04A,tractors; easy,1; 12; 2; 5; 6; 8; 9
CLAAS,6636,Peter Heidester Landmaschinen GmbH,,Siegenburger Str.,2,Wildenberg,Bavaria,DE,Germany,93359,48.7296005224,11.899724624,+499444340,info@heidester.com,www.heidester.com,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Balers,99; 03C; 01A; 12; 03D; 01B; 13; 03E; 01C; 14; 01D; 08; 09; 03A; 10; 03B,tractors; forage_harvester_machinery; telehandlers; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,547,Peters Landt. GmbH & Co. KG,,Renneperstr.,2,Schwalmtal,Nrth Rhine Westfalia,DE,Germany,41366,51.2488839977,6.2758526844,+49216310001,INFO@PETERS-SCHWALMTAL.DE,,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; Balers,03C; 01A; 02B; 12; 01B; 02C; 03D; 02D; 13; 02E; 14; 08; 09; 03A; 02A; 10; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,22391680,Preiß Landtechnik,,Nicolaus-Otto-Str.,46,Ulm,Baden-Wurttemberg,DE,Germany,89079,48.35363,9.9230699,+491723033933,preiss@landtechnikpreiss.de,,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; Balers,02B; 03C; 99; 01A; 03D; 02C; 01B; 01C; 02D; 03E; 01D; 02E; 08; 09; 03A; 03B; 10; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; balers,1; 12; 2; 5; 6; 7; 8; 9
CLAAS,899,Preußner Landtechnik e.K.,,Tränke,7,Katlenburg-Lindau,Lower Saxony,DE,Germany,37191,51.6350676722,10.0936430874,+495556275,,,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 03C; 02B; 01B; 02C; 12; 03D; 13; 02D; 03E; 14; 02E; 08; 09; 04A; 03A; 10; 03B; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,6732,REMA Fahrzeug und Landtechnik GmbH,,Am Denkmal,1,Bad Belzig  OT Schwanebeck,Brandenburg,DE,Germany,14806,52.1796355554,12.6247421465,+493384138860,info@rema-landtechnik.de,www.rema-landtechnik.de,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 12; 02C; 01B; 03D; 13; 01C; 02D; 03E; 02E; 14; 01E; 08; 09; 04A; 03A; 10; 03B; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,6745,REMA Fahrzeug- und Landtechnik GmbH,NL Mittenwalde,Loickstr. 9,,Mittenwalde,Brandenburg,DE,Germany,15749,52.265512,13.532527,+493376424510,mittenwalde@rema-landtechnik.de,WWW.REMA-LANDTECHNIK.DE,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 02B; 03C; 12; 03D; 01B; 13; 01C; 14; 01E; 08; 09; 04A; 03A; 10; 02A; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,950501,RIESS-Landtechnik GmbH,,Kirtorfer Straße,10,Homberg (Ohm),Hesse,DE,Germany,35315,50.727113,9.057724,+4966333299890,info@riess-landtechnik.de,www.riess-landtechnik.de,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,99; 03C; 02B; 01A; 12; 02C; 03D; 01B; 01C; 13; 03E; 02D; 01D; 02E; 15; 01E; 08; 09; 04A; 03A; 02A; 03B; 10,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,11; 12; 1; 2; 5; 6; 8; 9
CLAAS,25835859,RIESS-Landtechnik GmbH,NL Hünfeld,Europastraße,6,Hünfeld,Hesse,DE,Germany,36088,50.6627385,9.6751499,+496652992760,info@riess-landtechnik.de,www.riess-landtechnik.de,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 02B; 03C; 03D; 01B; 01C; 01E; 04A; 03A; 03B; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,11; 12; 1; 2; 5; 6; 7; 8; 9
CLAAS,951115,Rahmsdorf GmbH,,Am Mühlenberg 61,,Osterburg,Saxony-Anhalt,DE,Germany,39606,52.805512,11.752706,+49393749840,info@rahmsdorf.de,,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 99; 01A; 02B; 12; 01B; 02C; 03D; 01C; 13; 03E; 02D; 02E; 14; 01E; 08; 09; 04A; 03A; 10; 02A; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,951711,Rahmsdorf GmbH,Landmaschinen Nutzfahrz.,Schinner Weg,,Stendal,Saxony-Anhalt,DE,Germany,39576,52.604071,11.866368,+49393206800,info@rahmsdorf.de,www.rahmsdorf.de,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; Balers,02B; 01A; 03C; 03D; 12; 02C; 01B; 13; 01C; 03E; 02D; 14; 02E; 01E; 08; 09; 03A; 10; 03B; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,22028654,Raiffeisen Winzer GmbH,Abteilung Landtechnik,Passauer Str.,62,Winzer,Bavaria,DE,Germany,94577,48.7244259135,13.0742117306,+4999012040,michael.biermeier@raiba-betriebe.de,www.rb-hs.de,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,02B; 01A; 03C; 99; 12; 03D; 01B; 02C; 01C; 03E; 02D; 13; 14; 02E; 01D; 08; 09; 04A; 03A; 03B; 10; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 9
CLAAS,6099439,Rainer Enderes,Landtechnik,Badstr. 13,,Weiltingen,Bavaria,DE,Germany,91744,49.036712,10.448688,+4998531082,rainer_enderes@t-online.de,,Sales,True,Tractors,01A; 12; 14; 08; 09; 10,tractors,12; 9
CLAAS,20917340,Rainer Meyer,Landmaschinen GmbH,Pfarrer-Gockel-Str.,14,Andervenne,Lower Saxony,DE,Germany,49832,52.508975,7.570275,+4959025214,info@agrartechnik-meyer.de,www.agrartechnik-meyer.de,Sales,True,Tractors; Forage Harvesting Machinery,01A; 03C; 12; 13; 14; 08; 09; 10,tractors; forage_harvester_machinery,12
CLAAS,950796,Rainer Schühlein,Landmaschinen,Dürrnbuch,15,Emskirchen,Bavaria,DE,Germany,91448,49.517690587,10.7236848526,+4991021494,,,Sales,True,Tractors,99; 01A; 12; 13; 14; 08; 09; 10,tractors,12; 1; 2; 5; 6; 8; 9
CLAAS,6100943,Ralf Schelkshorn,Landmaschinen,Lindenstr.,7,Bad Abbach,Bavaria,DE,Germany,93077,48.8873008722,12.0620990457,+4994059579920,,www.landtechnik-schelkshorn.de,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 99; 12; 03D; 02C; 01B; 13; 03E; 02D; 01C; 14; 02E; 01D; 08; 09; 04A; 03A; 02A; 10; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,390,Reinhard Rauh,Landmaschinen,Seebachweg 12,,Dietmannsried,Bavaria,DE,Germany,87463,47.816301,10.332915,+4983745704,reinhard.rauh@landmaschinen-rauh.de,,Sales,True,Tractors; Forage Harvesting Machinery,01A; 03C,tractors; forage_harvester_machinery,12; 1; 2; 5; 6; 7; 8; 9
CLAAS,6368,Remmers Landtechnik GmbH,,Reepsholter Alter Weg,10,Friedeburg,Lower Saxony,DE,Germany,26446,53.485678,7.843922,+49446894940,land@remmers-technik.de,,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 02B; 03C; 99; 12; 03D; 02C; 01B; 01C; 02D; 13; 03E; 14; 01D; 02E; 08; 09; 04A; 03A; 10; 02A; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,30427570,Rhein-Main-Lahn,NL der Claas Weser Ems GmbH,Steedener Weg,10,Runkel,Hesse,DE,Germany,65594,50.41931,8.102365,+49643170070,,,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 01A; 02B; 01B; 01C; 01E; 04A; 03A; 03B; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 5; 6; 9
CLAAS,6092000,Rimeco Deutschland GmbH,,Hauptstraße,,Laumersheim,Rhineland Palatinate,DE,Germany,67229,49.5531887,8.2358825,+4962383018,,,Sales,True,Tractors,01A; 12; 13; 14; 08; 09; 10,tractors,1; 12; 2; 5; 6; 8; 9
CLAAS,39,Rudolf Schmidt & Sohn GmbH,Landmaschinen,Schulstr. 8,,Wickenrodt,Rhineland Palatinate,DE,Germany,55758,49.812697,7.356488,+496785999153,info@rudolf-schmidt-landmaschinen.de,,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 01A; 02B; 03D; 01B; 02C; 02D; 02E; 04A; 03A; 03B; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,6082198,SERVICE- UND TECHNIKZENTRUM,(STZ) GmbH,Oberpöllnitzer Str.,30,Triptis,Thuringia,DE,Germany,07819,50.7405254703,11.8732909128,+49364828880,STZ@STZ-TRIPTIS.DE,WWW.STZ-TRIPTIS.DE,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,02B; 99; 03C; 01A; 12; 03D; 02C; 01B; 01C; 02D; 03E; 13; 02E; 01E; 08; 09; 04A; 03A; 02A; 10; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,6103996,Schaller Landtechnik GmbH,,Greißing 2A,,Geiselhöring,Bavaria,DE,Germany,94333,48.83029,12.378994,+499423943570,info@schaller-landtechnik.de,,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Balers,01A; 03C; 01B; 03A,tractors; forage_harvester_machinery; telehandlers; balers,1; 12; 5; 6; 9
CLAAS,6091992,Schleier Landmaschinen GmbH,,Sterkenhofweg,12,Krefeld,Nrth Rhine Westfalia,DE,Germany,47807,51.3002356208,6.5648709384,+492151301979,th.schleier@schleier-landmaschinen.de,www.schleier-landmaschinen.de,Sales,True,Tractors,01A; 12; 13; 14; 08; 09; 10,tractors,12; 2; 6; 8; 9
CLAAS,25329266,Schmahl Landtechnik Upahl,GmbH & Co.,Schweriner Landstraße,1,Upahl,Mecklenburg-Vorpomm.,DE,Germany,23936,53.813592,11.21356,+49388228220,info@schmahl-upahl.de,,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 02B; 03C; 12; 03D; 02C; 01B; 01C; 13; 02E; 01D; 01E; 08; 09; 04A; 03A; 03B; 10; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,1; 12; 2; 5; 6; 7; 8; 9
CLAAS,6109134,Schmid Landtechnik,,Leiterzhofen 1,,Breitenbrunn,Bavaria,DE,Germany,92363,49.067213,11.654336,+4994951504,info@schmid-landtechnik.com,www.schmid-landtechnik.com,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; Balers,01A; 02B; 03C; 01B; 01C; 01D; 08; 09; 03A; 03B; 10; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; balers,12; 1; 5; 6; 9
CLAAS,2684,Schuster GmbH,Landmaschinen,Dorfstraße,17,Stetten,Bavaria,DE,Germany,87778,48.003937,10.433748,+498269969980,service@schuster-lm.de,,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; Balers,02B; 01A; 03C; 12; 02C; 01B; 03D; 02D; 13; 03E; 02E; 14; 08; 09; 03A; 10; 03B; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; balers,1; 12; 2; 5; 6; 8; 9
CLAAS,22320104,Schürger,KFZ u. Landtechnik,Heiligenbronn,40,Schrozberg,Baden-Wurttemberg,DE,Germany,74575,49.380421,10.099933,+497939489,,,Sales,True,Tractors; Forage Harvesting Machinery; Balers,01A; 03C; 03A,tractors; forage_harvester_machinery; balers,12; 9
CLAAS,6552,Servatius & Ehlenz GmbH,NL Heusweiler,Lebacher Str. 31,,Heusweiler,Saarland,DE,Germany,66265,49.357828,6.931547,+496806494960,info@se-eh.com,www.servatius-ehlenz.com,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,03C; 02B; 01A; 01B; 03D; 01C; 01E; 04A; 03A; 02A; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 2; 5; 6; 7; 8; 9
CLAAS,6102995,Servatius & Ehlenz GmbH,NL Prüm,Rudolf-Diesel-Str.,15,Prüm,Rhineland Palatinate,DE,Germany,54595,50.2144727227,6.4471193791,+49655114780,info@se-eh.com,,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,01A; 03C; 02B; 12; 03D; 02C; 01B; 01C; 02D; 03E; 13; 02E; 01D; 03F; 14; 01E; 08; 09; 04A; 03A; 10; 02A; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,12; 1; 2; 5; 6; 8; 9
CLAAS,6988,Servatius und Ehlenz GmbH,,Hohlgaß 3,,Rittersdorf,Rhineland Palatinate,DE,Germany,54636,50.011857,6.502626,+496561971070,info@se-eh.com,,Sales,False,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; EASY (Electronics); Balers,99; 03C; 02B; 01A; 02C; 12; 03D; 01B; 02D; 13; 01C; 03E; 14; 02E; 01D; 01E; 08; 09; 04A; 03A; 10; 03B; 02A,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; easy; balers,11; 12; 1; 2; 5; 6; 8; 9
CLAAS,6093181,Stefan Kraus,Landmaschinen,Gewerbestrasse Linden,5,Geiersthal,Bavaria,DE,Germany,94244,49.0307807922,12.9835309982,+4999231418,info@landtechnik-kraus.de,,Sales,True,Tractors; Forage Harvesting Machinery; Telehandlers; Combines; Forage Harvesters; Balers,01A; 03C; 02B; 12; 03D; 02C; 01B; 02D; 13; 01C; 03E; 02E; 01D; 08; 09; 03A; 03B,tractors; forage_harvester_machinery; telehandlers; combines; forage_harvester; balers,1; 12; 2; 5; 6; 8; 9
