brand,dealer_number,dealer_name,address,city,state_region,country,country_code,postal_code,latitude,longitude,phone,fax,email,website,dealer_type,services_offered,super_region,region,sap_number
Case IH,101-062194C,Tidewater Ag & Ce Eq,1050 Newton Road,Camilla,GA,United States,US,31730,31.24603,-84.24109,(229) 336-8780,(229) 336-8782,bsharp@tidewaterequip.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-062194C,Full-line,Ag Cotton Harvesting; Ag Under 60 Hp Tractor; Ag Combines; Ag Pull Type Sprayers; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,187046
Case IH,101-062417B,Shoemaker Equip Sply,13686 Hwy 59,Carnesville,GA,United States,US,30521,34.3911775,-83.2258931,(706) 208-1000,,,,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Agricultural Low H. P.,North America,United States,535008
Case IH,101-062417C,Shoemaker Equip Sply,1000 Bobcat Drive,Greensboro,GA,United States,US,30642,33.5756831,-83.1823789,(706) 719-1000,,,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-062417C,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Agricultural Low H. P.,North America,United States,535009
Case IH,101-062194I,Tidewater Ag & Ce Eq,501 Us Hwy 1 Bypass,Louisville,GA,United States,US,30434,33.0051155,-82.395419,(478) 206-2056,,ajones@tidewaterequip.com,,Parts Only,Ag Parts Only,North America,United States,522226
Case IH,101-061759C,Southeast Ag Equip,301 Pride Street,Pelham,GA,United States,US,31779,31.13819,-84.14212,(866) 315-9861,,jwilks@southeastag.com,,Specialty,Ag Tyler Distributors; Ag Yield Tillage Case Dlr; M8; Ag Cih Fertilizer Equipment,North America,United States,182257
Case IH,101-062194A,Tidewater Ag & Ce Eq,766 Pine Street,Pinehurst,GA,United States,US,31070,32.19848,-83.76197,(229) 645-3331,(229) 645-3339,scorbett@tidewaterequip.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-062194A,Parts & Service; Full-line,Ag Cotton Harvesting; Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Combines; Ag Pull Type Sprayers; Ag 4 Wd Tractor; Ag Agriculture; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Agricultural Low H. P.; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,187044
Case IH,101-061989A,Haney Farm & Ranch,150 Prospect Rd.,Rockmart,GA,United States,US,30153,34.00881,-85.06458,(770) 684-7277,(770) 684-7276,tfloyd5022@aol.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061989A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ce Parts Only; Ag Agriculture; Ag Cih Hay base,North America,United States,112114
Case IH,101-062194B,Tidewater Ag & Ce Eq,2450 Ga Hwy 308,Smithville,GA,United States,US,31787,31.9243,-84.27218,(229) 924-3671,(229) 924-0681,bsharp@tidewaterequip.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-062194B,Full-line,Ag Cotton Harvesting; Ag Under 60 Hp Tractor; Ag Precision Planting Product; Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Combines; Ag Pull Type Sprayers; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Pt Fpt Parts/Service (Case); Ag Cih Hay base; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,187045
Case IH,101-004118A,Interstate Eq. Co.,143 North Seymour Drive,Thomson,GA,United States,US,30824,33.50912,-82.50461,(706) 595-1550,(706) 595-5797,bonnie@interstateeq.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-004118A,Full-line,Ag Under 60 Hp Tractor; Ag Agriculture; Ag Cih Hay base; Ag Agricultural Low H. P.,North America,United States,110740
Case IH,101-062194E,Tidewater Ag & Ce Eq,104 Windy Hill Road,Tifton,GA,United States,US,31794,31.4090158,-83.5049701,(229) 472-5732,(229) 472-5733,rmcleod@tidewaterequip.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-062194E,Full-line,Ag Cotton Harvesting; Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Pull Type Sprayers; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers,North America,United States,187053
Case IH,101-062338A,N & S Tractor,8401 Pulehu Rd,Kahului,HI,United States,US,96732,20.880027,-156.4498548,(808) 856-4550,,,,Parts & Service,Ag Cotton Harvesting; Ag Under 60 Hp Tractor; Ag Parts Only; Ag Agriculture; Ag Pts And Serv; Ag 4 Wd Tractor; Ag Tyler Other; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Agricultural Low H. P.; Ag Tyler Sprayers,North America,United States,518476
Case IH,101-064255E,Allied Machinery Co.,73-4112 Hulikoa Drive,Kailua-Kona,HI,United States,US,96740,19.6998,-156.0231,(808) 334-0102,(808) 334-1042,ddsasaki@alliedmachinerycorp.com,,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base,North America,United States,120281
Case IH,101-064255B,Allied Machinery Co.,16-220 Wiliama Place,Kea-Au,HI,United States,US,96749,19.6367,-155.0438,(808) 982-7728,(808) 982-7776,mhennelly@alliedmachinerycorp.com,,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base,North America,United States,120278
Case IH,101-064255D,Allied Machinery Co.,1840 Haleukana Street,Lihue,HI,United States,US,96766,21.95698,-159.3926,(808) 245-8581,(808) 246-0289,dmcmillin@alliedmachinerycorp.com,,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; M8,North America,United States,120280
Case IH,101-064255C,Allied Machinery Co.,240 Hookahi Street,Wailuku,HI,United States,US,96793,20.90322,-156.4848,(808) 986-0691,(808) 242-1365,JDutro@alliedmachinerycorp.com,,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base,North America,United States,120279
Case IH,101-064255A,Allied Machinery Co.,94 - 168 Leoole Street,Waipahu,HI,United States,US,96797,21.37636,-158.0225,(808) 671-0541,(808) 671-0440,admin@alliedmachinerycorp.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-064255A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; M8,North America,United States,112350
Case IH,101-062049A,Titan Application,2310   230th Street,Ames,IA,United States,US,50014,42.02312,-93.71634,(515) 292-4488,(515) 292-4928,iaparts@heartlandag.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-062049A,Specialty,Ag Tyler Distributors; Ag Tyler Other; M8; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,142518
Case IH,101-083587A,Vetter Equipment Co.,1871 Highway 71 North,Audubon,IA,United States,US,50025,41.73546,-94.93752,(712) 563-4219,(712) 563-2868,audubon@vetterequip.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-083587A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers,North America,United States,118389
Case IH,101-048067A,Titan Machinery Inc.,502 West High St,Avoca,IA,United States,US,515210218,41.4771281,-95.3427964,(712) 343-6351,(712) 343-2631,ECOM.Support@titanmachinery.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-048067A,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Tyler Other; Ag Yield Tillage Case Dlr; Ag Cih Hay base; M8; Ag Tyler Sprayers,North America,United States,120112
Case IH,101-062925A,Bancroft Implement,312 West Ramsey  (Hwy 169),Bancroft,IA,United States,US,505178076,43.29292,-94.22198,(515) 885-2319,(515) 885-2353,biisales@redpowerteam.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-062925A,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,111943
Case IH,101-061526A,Titan Machinery Inc.,2116 76th Street,Blairstown,IA,United States,US,52209,41.92085,-92.08224,(319) 249-5078,(319) 454-6160,ECOM.Support@titanmachinery.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061526A,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Tyler Other; Ag Yield Tillage Case Dlr; Ag Cih Hay base; M8; Ag Tyler Sprayers,North America,United States,120170
Case IH,101-061629A,Rueter's Red Power,1803 Radiant Road,Carroll,IA,United States,US,514010541,42.07808,-94.88911,(712) 792-9294,(712) 792-6808,krugaard@rueterco.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061629A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base,North America,United States,100095
Case IH,101-061526B,Titan Machinery Inc.,4250 Grain Lane,Center Point,IA,United States,US,52213,42.17139,-91.77493,(319) 849-3889,(319) 849-3944,ECOM.Support@titanmachinery.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061526B,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Tyler Other; Ag Yield Tillage Case Dlr; Ag Cih Hay base; M8; Ag Tyler Sprayers,North America,United States,120240
Case IH,101-061927L,Titan Machinery Inc.,4250 Grain Lane,Center Point,IA,United States,US,52213,42.17139,-91.77493,(319) 849-3889,(319) 849-3944,CDR1-CNH-Sales@titanmachinery.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061927L,Full-line,Ce Cih Skid Steers; Ag Parts Only,North America,United States,120240
Case IH,101-061880A,Vetter Equipment Co.,1019 South 12th Street,Clarinda,IA,United States,US,51632,40.7285063,-95.0330071,(712) 542-5147,(712) 542-2525,clarinda@vetterequip.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-061880A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers,North America,United States,137782
Case IH,101-061390A,Corwith Red Power,301 First Street,Corwith,IA,United States,US,50430,42.99345,-93.9562,(515) 583-2364,(515) 583-2368,jeffg@redpowerteam.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061390A,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,100159
Case IH,101-061578A,Vetter Equipment Co.,2503 Highway 2,Corydon,IA,United States,US,50060,40.75356,-93.2681,(641) 872-2000,(641) 872-2613,corydon@vetterequip.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-061578A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers,North America,United States,100087
Case IH,101-061482B,Windridge Implements,809 2nd Avenue Sw,Cresco,IA,United States,US,52136,43.37104,-92.12862,(563) 547-3688,(563) 547-4350,kmcintosh@windridgeimplements.com,,Full-line,Ag Under 60 Hp Tractor; Ag Precision Planting Product; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base,North America,United States,120159
Case IH,101-048116C,Kunau Implement Co.,2114 270th Avenue,De Witt,IA,United States,US,52742,41.87135,-90.56792,(563) 659-2866,(563) 659-2766,info@kunauimplement.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-048116C,Terminated; Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; M8; Ag Tyler Sprayers,North America,United States,118332
Case IH,101-061482A,Windridge Implements,2073 State Highway 9,Decorah,IA,United States,US,52101,43.2915,-91.80648,(563) 382-3613,(563) 382-2820,enordschow@windridgeimplements.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061482A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base,North America,United States,111894
Case IH,101-083586A,Vetter Equipment Co.,610 14th Ave South,Denison,IA,United States,US,51442,42.00307,-95.36481,(712) 263-4637,(712) 263-5558,denison@vetterequip.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-083586A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers,North America,United States,113233
Case IH,101-079715A,Roeder Implement,2550 Rockdale Rd,Dubuque,IA,United States,US,520038045,42.45754,-90.67736,(563) 557-1184,(563) 583-1821,john@roederimplement.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-079715A,Full-line,Ag Under 60 Hp Tractor; Ce Military Skid Steers; Ce Cih Skid Steers; Ag Combines; Ag 4 Wd Tractor; Ag Agriculture; Ag Cih Hay base; Ag Yield Tillage Case Dlr,North America,United States,113136
Case IH,101-080385A,Scherrman's Imp.,13951 Rte 52,Dyersville,IA,United States,US,520400039,42.49979,-91.1096,(563) 875-2426,(563) 875-8694,parts1@iowatelecom.net,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-080385A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base,North America,United States,113312
Case IH,101-061482C,Windridge Implements,105 North Gunder Road,Elkader,IA,United States,US,520430548,42.86392,-91.39881,(563) 245-2636,(563) 245-1076,twessel@windridgeimplements.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061482C,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base,North America,United States,120160
Case IH,101-062029A,Estherville Redpower,2703 Murray Road,Estherville,IA,United States,US,51334,43.39944,-94.80746,(712) 362-3596,(712) 362-2975,kennyg@redpowerteam.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-062029A,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,139214
Case IH,101-079375A,Rueter's Red Power,Hwy 30 West,Grand Junction,IA,United States,US,501070227,42.03199,-94.2143,(515) 738-2571,(515) 738-2343,kye@rueterco.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-079375A,Full-line,Ag Under 60 Hp Tractor; Ag Precision Planting Product; Ce Cih Skid Steers; Ag Combines; Ag 4 Wd Tractor; Ag Agriculture; Ag Yield Tillage Case Dlr; Ag Cih Hay base,North America,United States,118382
Case IH,101-061332A,Mc Roberts Red Power,3080 Highway 14,Greene,IA,United States,US,50636,42.90973,-92.80999,(641) 823-4154,(641) 823-4156,adamo@redpowerteam.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061332A,Full-line,Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Under 60 Hp Tractor; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,130669
Case IH,101-061354A,Titan Machinery Inc.,2114 State Highway 92,Greenfield,IA,United States,US,50849,41.30352,-94.48265,(641) 743-6113,(855) 656-2043,ECOM.Support@titanmachinery.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061354A,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Combines; Ag 4 Wd Tractor; Ag Agriculture; Ag Tyler Other; Ag Yield Tillage Case Dlr; Ag Cih Hay base; M8; Ag Tyler Sprayers,North America,United States,120145
Case IH,101-048292B,J. J. Nichting Co.,1828 6th Ave,Grinnell,IA,United States,US,50112,41.7461,-92.70895,(641) 236-3195,(641) 236-0321,general@jjnichting.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-048292B,Full-line,Ag Under 60 Hp Tractor; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Cih Fertilizer Equipment,North America,United States,513733
Case IH,101-061337A,Titan Machinery Inc.,23604 Diagonal Road,Grundy Center,IA,United States,US,50638,42.36099,-92.75685,(319) 450-0869,(319) 824-3804,ECOM.Support@titanmachinery.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061337A,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Combines; Ag 4 Wd Tractor; Ag Agriculture; Ag Tyler Other; Ag Yield Tillage Case Dlr; Ag Cih Hay base; M8; Ag Tyler Sprayers,North America,United States,120142
Case IH,101-061083A,Keim Farm Eq. Inc.,401 E Street,Hamburg,IA,United States,US,516400127,40.60394,-95.65595,(712) 382-2744,(712) 382-1104,swalker@hamburgia.net,,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base,North America,United States,100080
Case IH,101-061046A,Humboldt Red Power,2050  13th St. North   (Hwy 169 North),Humboldt,IA,United States,US,50548,42.74489,-94.22716,(515) 332-1702,(515) 332-1742,michaelc@redpowerteam.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061046A,Full-line,Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Under 60 Hp Tractor; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,100135
Case IH,101-061404A,Vetter Equipment Co.,2552 Landmark Ave,Ida Grove,IA,United States,US,51445,42.3327669,-95.4385545,(712) 364-3184,(712) 364-4112,idagrove@vetterequip.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-061404A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers,North America,United States,100130
Case IH,101-061564A,Vetter Equipment Co.,9983 Highway 92,Indianola,IA,United States,US,50125,41.35648,-93.61644,(515) 961-2541,(515) 961-4836,indianola@vetterequip.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-061564A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers,North America,United States,100070
Case IH,101-061979A,Titan Machinery Inc.,112 Highway 140 North,Kingsley,IA,United States,US,51028,42.58338,-95.97017,(712) 357-5052,(712) 201-9003,KNG1-CNH-Sales@titanmachinery.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061979A,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Tyler Other; Ag Yield Tillage Case Dlr; Ag Cih Hay base; M8; Ag Tyler Sprayers,North America,United States,120252
Case IH,101-062286A,Titan Machinery Inc.,403 So. Market,Lake Park,IA,United States,US,51347,43.45073,-95.32359,(712) 832-3151,(712) 832-3388,ECOM.Support@titanmachinery.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-062286A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Tyler Other; Ag Yield Tillage Case Dlr; Ag Cih Hay base; M8; Ag Tyler Sprayers,North America,United States,511865
Case IH,101-061979B,Titan Machinery Inc.,16897 Madison Avenue,Le Mars,IA,United States,US,51031,42.81021,-96.17297,(712) 435-4238,(319) 248-7990,ECOM.Support@titanmachinery.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061979B,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Tyler Other; Ag Yield Tillage Case Dlr; Ag Cih Hay base; M8; Ag Tyler Sprayers,North America,United States,120253
Case IH,101-061915A,Manson Red Power,221 Eighth Street,Manson,IA,United States,US,50563,42.51969,-94.54026,(712) 469-2145,(712) 469-3316,scottf@redpowerteam.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061915A,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,111880
Case IH,101-061908A,Mason City Red Power,10997 - 265th Street,Mason City,IA,United States,US,50401,43.14614,-93.29899,(641) 424-2702,(641) 424-2717,jamiek@redpowerteam.com,http://www.caseih.com/northamerica/en-us/pages/dealer-landing-page.aspx?idDealer=101-061908A,Full-line,Ag Under 60 Hp Tractor; Ag Precision Planting Product; Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,100004
Case IH,101-062202A,Vetter Equipment Co.,1907 Highway 30,Missouri Valley,IA,United States,US,51555,41.55005,-95.93456,(712) 642-4106,(712) 642-2836,movalley@vetterequip.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-062202A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers,North America,United States,188966
Case IH,101-080385B,Scherrman's Imp.,711 So. Main,Monticello,IA,United States,US,523102010,42.23168,-91.18634,(319) 465-3519,(319) 465-5629,tony@scherrmans.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-080385B,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base,North America,United States,120301
Case IH,101-061568A,Vetter Equipment Co.,1703 W. South Street,Mount Ayr,IA,United States,US,50854,40.70966,-94.25866,(641) 464-3268,(641) 464-2764,mtayr@vetterequip.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-061568A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers,North America,United States,100134
Case IH,101-077067A,J. J. Nichting Co.,707 East Winfield Avenue,Mount Pleasant,IA,United States,US,526419200,40.98138,-91.54238,(319) 385-3314,(319) 385-2710,pat@jjnichting.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-077067A,Parts Only,Ag Parts Only,North America,United States,118319
Case IH,101-083588A,Vetter Equipment Co.,23941 590th Ave,Nevada,IA,United States,US,50201,42.01075,-93.52383,(515) 382-5496,(515) 382-3969,nevada@vetterequip.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-083588A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers,North America,United States,100131
Case IH,101-061940A,New Hampton Red Powr,2205 - 240th Street   (Hwy 63 S),New Hampton,IA,United States,US,50659,43.00841,-92.31688,(641) 394-3178,(641) 394-2013,buckh@redpowerteam.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-061940A,Full-line,Ag Under 60 Hp Tractor; Ag Cih Fertilizer Strip Till; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers; Ag Cih Fertilizer Equipment,North America,United States,100128
Case IH,101-061406A,Vetter Equipment Co.,2310 Iowa Avenue,Onawa,IA,United States,US,51040,42.0272,-96.11897,(712) 423-1069,(712) 423-3018,onawa@vetterequip.com,https://www.caseih.com/en-us/unitedstates/dealer-locator/{dealer-Id}101-061406A,Full-line,Ag Under 60 Hp Tractor; Ce Cih Skid Steers; Ag Combines; Ag Agriculture; Ag 4 Wd Tractor; Ag Yield Tillage Case Dlr; Ag Cih Hay base; Ag Tyler Sprayers,North America,United States,100086
