brand,dealer_name,address,city,state_region,country,postal_code,latitude,longitude,phone,dealer_type,services_offered,location_id,fax,email,website
John Deere,"21st Century Equipment, LLC",3609 Bison,Scottsbluff,NE,US,69361,41.846082,-103.617464,3086324440,Agriculture; Lawn & Garden,Sales; Parts; Service,L064588,3082031370,scottsbluff@21stcenturyequip.com,https://www.21stcenturyequipment.com/
John Deere,AKRS Equipment Solutions,2700 East Walker Road,NORTH PLATTE,NE,US,69103,41.104934,-100.732578,3085325080,Agriculture; Lawn & Garden,Sales; Parts; Service,L069198,3085325087,JDNorthPlatte@akrs.com,HTTPS://WWW.AKRS.COM/
John Deere,AKRS Equipment Solutions,42185 Highway 2,Ravenna,NE,US,68869,41.0178,-98.9168,3084523254,Agriculture; Lawn & Garden,Sales; Parts; Service,L064749,3084524227,JDRavenna@akrs.com,HTTPS://WWW.AKRS.COM/
John Deere,AKRS Equipment Solutions,44098 Highway 2,Broken Bow,NE,US,68822,41.4008,-99.6174,3088722497,Agriculture; Lawn & Garden,Sales; Parts; Service,L068793,3088723135,JDBrokenBow@akrs.com,https://www.akrs.com/
John Deere,AKRS Equipment Solutions,4050 West Stolley Park Road,Grand Island,NE,US,68803,40.902454,-98.40015,3083848777,Agriculture; Lawn & Garden,Sales; Parts; Service,L064868,3083849746,JDGrandIsland@akrs.com,HTTPS://WWW.AKRS.COM/
John Deere,AKRS Equipment Solutions,609 Q Street,Aurora,NE,US,68818,40.873068,-98.011718,4026942191,Agriculture; Lawn & Garden,Sales; Parts; Service,L064710,4026942915,JDAurora@akrs.com,HTTPS://WWW.AKRS.COM/
John Deere,AKRS Equipment Solutions,13006 N Road,Osceola,NE,US,68651,41.1783,-97.5613,4027472051,Agriculture; Lawn & Garden,Sales; Parts; Service,L060930,4027472050,JDOsceola@akrs.com,https://www.akrs.com/
John Deere,AKRS Equipment Solutions,2445 N 4th Street,David City,NE,US,68632,41.259889,-97.130062,4023673636,Agriculture; Lawn & Garden,Sales; Parts; Service,L060939,4023673932,JDDavid City@akrs.com,https://www.akrs.com/
John Deere,AKRS Equipment Solutions,1026 G Street,Central City,NE,US,68826,41.108867,-98.013489,3089463041,Agriculture; Lawn & Garden,Sales; Parts; Service,L064855,3089462901,JDCentralCity@akrs.com,HTTPS://WWW.AKRS.COM/
John Deere,Platte Valley Equipment LLC,775 Commercial Park Road,Wahoo,NE,US,68066,41.232759,-96.604453,4024433123,Agriculture; Lawn & Garden,Sales; Parts; Service,L068977,4024433490,pvegeneral@pvequip.com,http://www.plattevalleyequipment.com
John Deere,AKRS Equipment Solutions,1339 Highway 281,St. Paul,NE,US,68873,41.2185,-98.4515,3087544419,Agriculture; Lawn & Garden,Sales; Parts; Service,L064835,3087545600,JDStPaul@akrs.com,HTTPS://WWW.AKRS.COM/
John Deere,AKRS Equipment Solutions,15151 South Highway 31,Gretna,NE,US,68028,41.090083,-96.252629,4023324967,Agriculture; Lawn & Garden,Sales; Parts; Service,L066558,4023324896,JDGretna@akrs.com,https://www.akrs.com/
John Deere,AgriVision Equipment Group,58668 190th Street,Pacific Junct,IA,US,51561,41.0361,-95.8254,7126228223,Agriculture; Lawn & Garden,Sales; Parts; Service,L081851,7126228224,DLPacificJunction@agrivisionequipment.com,http://www.AGRIVISIONEQUIPMENT.com
John Deere,AKRS Equipment Solutions,11550 N. 204th Street,Elkhorn,NE,US,68022,41.3624,-96.2343,4022382211,Agriculture; Lawn & Garden,Sales; Parts; Service,L069183,4022382895,JDElkhorn@akrs.com,HTTPS://WWW.AKRS.COM/
John Deere,"Van-Wall Equipment, Inc.",1950 Highway 137,Albia,IA,US,52531,41.0324,-92.8055,6419327142,Agriculture; Lawn & Garden,Sales; Parts; Service,L085477,6419322893,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,"Van-Wall Equipment, Inc.",1306 South Jefferson St,Indianola,IA,US,50125,41.3478,-93.5573,5159621234,Agriculture; Lawn & Garden,Sales; Parts; Service,L085488,5159620540,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,"Van-Wall Equipment, Inc.",1556 Highway 14,Knoxville,IA,US,50138,41.2986,-93.1087,6418280570,Agriculture; Lawn & Garden,Sales; Parts; Service,L085499,6418280575,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,AgriVision Equipment Group,602 N Brooks Street,LENOX,IA,US,50851,40.88684,-94.565144,6413332288,Agriculture; Lawn & Garden,Sales; Parts; Service,L087979,6413334481,DLLenox@agrivisionequipment.com,http://www.AGRIVISIONEQUIPMENT.com
John Deere,AgriVision Equipment Group,1200 East Highway 92,Winterset,IA,US,50273,41.3433,-94.0008,5154623115,Agriculture; Lawn & Garden,Sales; Parts; Service,L087929,5154622570,DLWinterset@agrivisionequipment.com,http://www.AGRIVISIONEQUIPMENT.com
John Deere,"Van-Wall Equipment, Inc.",1401 S 17th Street,Oskaloosa,IA,US,52577,41.2827,-92.6247,6416722533,Agriculture; Lawn & Garden,Sales; Parts; Service,L089804,6416722143,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,Sinclair Tractor,2808 W Burlington Ave,Fairfield,IA,US,52556,41.005947,-91.99724,6414723868,Agriculture; Lawn & Garden,Sales; Parts; Service,L089949,6414729404,sinclair@sinclairtractor.com,http://www.sinclairtractor.com
John Deere,Sinclair Tractor,600 Highway 78 West,Winfield,IA,US,52659,41.119535,-91.44417,3192576236,Agriculture; Lawn & Garden,Sales; Parts; Service,L089925,3192573370,sinclair@sinclairtractor.com,http://www.sinclairtractor.com
John Deere,Sinclair Tractor,12568 190th Street,Mediapolis,IA,US,52637,40.958031,-91.171544,3199852173,Agriculture; Lawn & Garden,Sales; Parts; Service,L089935,3199852496,sinclair@sinclairtractor.com,http://www.sinclairtractor.com
John Deere,Sinclair Tractor,2495 Highway 92,Washington,IA,US,52353,41.293925,-91.657843,3196536501,Agriculture; Lawn & Garden,Sales; Parts; Service,L089929,3196536829,sinclair@sinclairtractor.com,http://www.sinclairtractor.com
John Deere,Sinclair Tractor,1407 200th Avenue,Sigourney,IA,US,52591,41.346239,-92.212397,6416223838,Agriculture; Lawn & Garden,Sales; Parts; Service,L089576,6416229997,sinclair@sinclairtractor.com,http://www.sinclairtractor.com
John Deere,"Heritage Tractor, LLC",1305 S Main,Monmouth,IL,US,61462,40.895776,-90.648189,3097343218,Agriculture; Lawn & Garden,Sales; Parts; Service,L068118,3097346992,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,"Heritage Tractor, LLC",1910 Knox Road 560 E,Galesburg,IL,US,61401,40.991632,-90.335163,3093423188,Agriculture; Lawn & Garden,Sales; Parts; Service,L068159,3093421415,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,"Heritage Tractor, LLC",10820 Maher Road,BRIMFIELD,IL,US,61517,40.820329,-89.869552,3094463352,Agriculture; Lawn & Garden,Sales; Parts; Service,L068173,3094469300,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,"Heritage Tractor, LLC",2400 SE 3rd Street,ALEDO,IL,US,61231,41.198527,-90.721547,3095823676,Agriculture; Lawn & Garden,Sales; Parts; Service,L068187,3095823209,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,"Heritage Tractor, LLC",2473 US Hwy 34,KEWANEE,IL,US,61443,41.185147,-89.92526,3098534456,Agriculture; Lawn & Garden,Sales; Parts; Service,L068144,3098534048,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,AgriVision Equipment Group,2405 North 4th Street,Red Oak,IA,US,51566,41.027,-95.2289,7126234858,Agriculture; Lawn & Garden,Sales; Parts; Service,L089837,7126232762,DLRedOak@agrivisionequipment.com,http://www.AGRIVISIONEQUIPMENT.com
John Deere,AgriVision Equipment Group,40459 Pioneer Trail,Macedonia,IA,US,51549,41.1923,-95.415,7124862441,Agriculture; Lawn & Garden,Sales; Parts; Service,L081639,7124862443,DLMacedonia@agrivisionequipment.com,http://www.AGRIVISIONEQUIPMENT.com
John Deere,AgriVision Equipment Group,74235 Richland Road,Massena,IA,US,50853,41.2578,-94.7731,7127792228,Agriculture; Lawn & Garden,Sales; Parts; Service,L083387,7127792035,DLMassena@agrivisionequipment.com,http://www.AGRIVISIONEQUIPMENT.com
John Deere,"Heritage Tractor, LLC",902 N Orange,Lexington,IL,US,61753,40.648328,-88.774253,3093652031,Agriculture; Lawn & Garden,Sales; Parts; Service,L068138,3093655451,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,"Heritage Tractor, LLC",805 E Howard Street,Pontiac,IL,US,61764,40.881597,-88.620275,8158421149,Agriculture; Lawn & Garden,Sales; Parts; Service,L068037,8158421085,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,AHW LLC,1753 North State Route 1,Watseka,IL,US,60970,40.7668,-87.6969,8154325441,Agriculture; Lawn & Garden,Sales; Parts; Service,L069806,8154326743,dlwatseka@ahwllc.com,http://www.ahwllc.com
John Deere,AHW LLC,27688 East 3200 North Road,Dwight,IL,US,60420,41.0938,-88.4082,8155842074,Agriculture; Lawn & Garden,Sales; Parts; Service,L069898,8155841551,dldwight@ahwllc.com,http://www.ahwllc.com
John Deere,"Heritage Tractor, LLC",29987 N 300 East Road,Streator,IL,US,61364,41.05888,-88.873025,8156734320,Agriculture; Lawn & Garden,Sales; Parts; Service,L068019,8156724247,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,"Heritage Tractor, LLC",1520 County Road 2100 E,ROANOKE,IL,US,61561,40.811962,-89.141136,3099232731,Agriculture; Lawn & Garden,Sales; Parts; Service,L068193,3099232791,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,AHW LLC,200 S Spruce Street,Manteno,IL,US,60950,41.2483,-87.8573,8154681745,Agriculture; Lawn & Garden,Sales; Parts; Service,L069889,8154682558,dlmanteno@ahwllc.com,http://www.ahwllc.com
John Deere,"Van-Wall Equipment, Inc.",900 Broad Street,Adair,IA,US,50002,41.4977,-94.6496,6417423282,Agriculture; Lawn & Garden,Sales; Parts; Service,L088228,6417423413,mailbot.jd@vanwall.com,HTTP://WWW.VANWALL.COM
John Deere,"Heritage Tractor, LLC",1501 5th Street,LACON,IL,US,61540,41.025161,-89.393402,3092462645,Agriculture; Lawn & Garden,Sales; Parts; Service,L068056,3092468023,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,TRULAND Equipment LLC,725 Burlington Avenue,Logansport,IN,US,46947,40.7407,-86.3722,5747537535,Agriculture; Lawn & Garden,Sales; Parts; Service,L035242,5747532405,Logansport@trulandequip.com,www.trulandequip.com
John Deere,"GreenMark Equipment, LLC",1235 E 250th South,Winamac,IN,US,46996,41.018375,-86.577702,5749463212,Agriculture; Lawn & Garden,Sales; Parts; Service,L034997,5749463950,winamacsales@greenmarkequipment.com,http://greenmarkequipment.com
John Deere,Castongia Tractor,295 East Wood Road,RENSSELAER,IN,US,47978,40.955,-87.1525,2198665117,Agriculture; Lawn & Garden,Sales; Parts; Service,L034179,2198662182,rensselaer@castrac.com,http://www.castongias.com
John Deere,Castongia Tractor,9146 North State Route 10,DeMotte,IN,US,46310,41.1458,-87.2003,2199874626,Agriculture; Lawn & Garden,Sales; Parts; Service,L034182,2199874625,demotte@castrac.com,http://www.castongias.com
John Deere,TRULAND Equipment LLC,5068 E 100 North,Bluffton,IN,US,46714,40.7568,-85.1262,2605653659,Agriculture; Lawn & Garden,Sales; Parts; Service,L035264,2605653621,Bluffton@trulandequip.com,www.trulandequip.com
John Deere,TRULAND Equipment LLC,4777 W 500 North,Huntington,IN,US,46750,40.9041,-85.544,2603567958,Agriculture; Lawn & Garden,Sales; Parts; Service,L035229,2603565966,Huntington@trulandequip.com,www.trulandequip.com
John Deere,TRULAND Equipment LLC,834 N State Road 13,Wabash,IN,US,46992,40.8375,-85.7915,2605631149,Agriculture; Lawn & Garden,Sales; Parts; Service,L035249,2605630237,Wabash@trulandequip.com,www.trulandequip.com
John Deere,TRULAND Equipment LLC,10305 Liberty Union Road,VAN WERT,OH,US,45891,40.8548,-84.6281,4192381299,Agriculture; Lawn & Garden,Sales; Parts; Service,L035299,4192381841,VanWert@trulandequip.com,www.trulandequip.com
John Deere,TRULAND Equipment LLC,4724 N Fahlsing Road,WOODBURN,IN,US,46797,41.1284,-84.848,2606324242,Agriculture; Lawn & Garden,Sales; Parts; Service,L035279,2606324521,Woodburn@trulandequip.com,www.trulandequip.com
John Deere,"Polen Implement, Inc.",42255 Oberlin-Elyria Road,Elyria,OH,US,44035,41.3142,-82.1417,4403228821,Agriculture; Lawn & Garden,Sales; Parts; Service,L037140,4403227097,polenimp@polenimplement.com,http://www.polenimplement.com
John Deere,Ag-Pro Companies,13 Fort Monroe,Monroeville,OH,US,44847,41.250312,-82.714221,4194654622,Agriculture; Lawn & Garden,Sales; Parts; Service,L031678,4194654577,WMonroevilleGM@agproco.com,WWW.AGPROCOMPANIES.COM
John Deere,Ag-Pro Companies,9513 US Highway 250 N,Milan,OH,US,44846,41.35254,-82.63329,4196256640,Agriculture; Lawn & Garden,Sales; Parts; Service,L034936,4196218617,WMilan@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro Companies,2000 W County Road 54,TIFFIN,OH,US,44883,41.10113,-83.20733,4194476633,Agriculture; Lawn & Garden,Sales; Parts; Service,L037221,4194477481,WTiffinGM@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro Companies,1640 North Ridge Road,FINDLAY,OH,US,45840,41.061399,-83.671228,4194240471,Agriculture; Lawn & Garden,Sales; Parts; Service,L037298,4194243079,WFindlayGM@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro Companies,799 State Route 224,OTTAWA,OH,US,45875,41.020257,-84.079127,4195387072,Agriculture; Lawn & Garden,Sales; Parts; Service,L037326,4195387363,WOttawaGM@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro Companies,12982 Kramer Road,BOWLING GREEN,OH,US,43402,41.342177,-83.649113,4193524908,Agriculture; Lawn & Garden,Sales; Parts; Service,L037249,4193525618,WBowlingGreenGM@agproco.com,www.agprocompanies.com
John Deere,Ag-Pro Companies,467 Center Street,Chardon,OH,US,44024,41.589478,-81.225611,4402752200,Agriculture; Lawn & Garden,Sales; Parts; Service,L038266,4402756651,WChardonGM@agproco.com,WWW.AGPROCOMPANIES.COM
John Deere,Ag-Pro Companies,6401 State Route 87,Kinsman,OH,US,44428,41.455043,-80.58901,3308763191,Agriculture; Lawn & Garden,Sales; Parts; Service,L038253,3308768257,WKinsmanGM@agproco.com,WWW.AGPROCOMPANIES.COM
John Deere,LandPro Equipment LLC,4488 Greenville Sandy Lk Rd,Stoneboro,PA,US,16153,41.377426,-80.14487,7243763740,Agriculture; Lawn & Garden,Sales; Parts; Service,L032487,7243763070,leads@landproequip.com,https://landproequipment.com/
John Deere,"GreenMark Equipment, LLC",2020 Polk Drive,Warsaw,IN,US,46582,41.27163,-85.88436,5744532084,Agriculture; Lawn & Garden,Sales; Parts; Service,L034979,5744532198,warsawsales@greenmarkequipment.com,http://greenmarkequipment.com
John Deere,LandPro Equipment LLC,7852 Route 66,Fairmount Cty,PA,US,16224,41.109096,-79.320346,8147645159,Agriculture; Lawn & Garden,Sales; Parts; Service,L032468,8147645272,leads@landproequip.com,https://landproequipment.com/
John Deere,LandPro Equipment LLC,141 Byers Lane,Watsontown,PA,US,17777,41.063893,-76.836239,5705383557,Agriculture; Lawn & Garden,Sales; Parts; Service,L032959,5705385493,leads@landproequip.com,https://landproequipment.com/
John Deere,United Ag & Turf,25 6 1/2 Station Road,Goshen,NY,US,10924,41.400036,-74.360073,8452942500,Agriculture; Lawn & Garden,Sales; Parts; Service,L033835,8452948223,goshen@uatne.com,https://agandturf.unitedequip.com/
John Deere,United Ag & Turf,522 Edwards Avenue,CALVERTON,NY,US,11933,40.922863,-72.746943,6317278700,Agriculture; Lawn & Garden,Sales; Parts; Service,L032438,6317271825,calverton@uatne.com,https://agandturf.unitedequip.com/
John Deere,Sydenstricker Nobbe Partners,237 Sunrise Avenue,HONESDALE,PA,US,18431,41.553292,-75.248955,5702533334,Agriculture; Lawn & Garden,Sales; Parts; Service,L034045,5702533937,sales@snpartners.com,https://www.snpartners.com
John Deere,Sydenstricker Nobbe Partners,83 Hazleton Street,ASHLEY,PA,US,18706,41.211068,-75.893148,5708248020,Agriculture; Lawn & Garden,Sales; Parts; Service,L032651,5708248076,sales@snpartners.com,https://www.snpartners.com
John Deere,"Pape Machinery, Inc.",24 Schulz Road,MEDFORD,OR,US,97502,42.382103,-122.884632,5418262422,Agriculture; Lawn & Garden,Sales; Parts; Service,L079559,5418264942,agcentralpoint@papemachinery.com,https://www.papemachinery.com
John Deere,"Pape Machinery, Inc.",21600 Highway 39,Merrill,OR,US,97633,42.029951,-121.61336,5417985660,Agriculture; Lawn & Garden,Sales; Parts; Service,L079579,5417981674,agmerrill@papemachinery.com,https://www.papemachinery.com
John Deere,Stotz Equipment,2670 Kimberly Road East,Twin Falls,ID,US,83301,42.547835,-114.428868,2087337272,Agriculture; Lawn & Garden,Sales; Parts; Service,L073149,2087337290,salesleads@stotzeq.com,https://www.stotzequipment.com
John Deere,Stotz Equipment,119 Overland Avenue,Burley,ID,US,83318,42.551913,-113.792046,2086785585,Agriculture; Lawn & Garden,Sales; Parts; Service,L073179,2086787439,salesleads@stotzeq.com,https://www.stotzequipment.com
John Deere,Stotz Equipment,451 West 800 North,Preston,ID,US,83263,42.110545,-111.888045,2088523660,Agriculture; Lawn & Garden,Sales; Parts; Service,L079949,2088521225,salesleads@stotzeq.com,https://www.stotzequipment.com
John Deere,"21st Century Equipment, LLC",5180 US Highway 26,Torrington,WY,US,82240,42.049736,-104.152589,3075327071,Agriculture; Lawn & Garden,Sales; Parts; Service,L064554,3082031370,torrington@21stcenturyequip.com,https://www.21stcenturyequipment.com/
John Deere,"21st Century Equipment, LLC",1520 West 10th Street,Alliance,NE,US,69301,42.104636,-102.8958,3087625870,Agriculture; Lawn & Garden,Sales; Parts; Service,L066472,3082031370,alliance@21stcenturyequip.com,https://www.21stcenturyequipment.com/
John Deere,AKRS Equipment Solutions,2361 State Hwy 91,Albion,NE,US,68620,41.689753,-98.030635,4023952173,Agriculture; Lawn & Garden,Sales; Parts; Service,L064822,4093956749,JDAlbion@akrs.com,HTTPS://WWW.AKRS.COM/
John Deere,AKRS Equipment Solutions,81863 Mill Street,Spalding,NE,US,68665,41.691423,-98.368861,3084972511,Agriculture; Lawn & Garden,Sales; Parts; Service,L064628,3084972737,JDSpalding@akrs.com,HTTPS://WWW.AKRS.COM/
John Deere,Platte Valley Equipment LLC,26422 430th St,Humphrey,NE,US,68642,41.65641,-97.464238,4029230606,Agriculture; Lawn & Garden,Sales; Parts; Service,L066878,4029230870,pvegeneral@pvequip.com,http://www.plattevalleyequipment.com
John Deere,AKRS Equipment Solutions,711 U Street,Ord,NE,US,68862,41.5946,-98.918,3087287770,Agriculture; Lawn & Garden,Sales; Parts; Service,L068725,3087289959,JDOrd@akrs.com,https://www.akrs.com/
John Deere,AgriVision Equipment Group,3151 Jopine Place,Missouri Vly,IA,US,51555,41.5494,-95.9134,7126424117,Agriculture; Lawn & Garden,Sales; Parts; Service,L083560,7126424110,dlmovalley@agrivisionequipment.com,http://www.agrivisionequipment.com
John Deere,"Van-Wall Equipment, Inc.",30876 450th Street,Avoca,IA,US,51521,41.4595,-95.3359,7123436750,Agriculture; Lawn & Garden,Sales; Parts; Service,L088237,7123433400,mailbot.jd@vanwall.com,HTTP://WWW.VANWALL.COM
John Deere,"Van-Wall Equipment, Inc.",72 Bus Brown Drive,Woodbine,IA,US,51579,41.7437,-95.7008,7126472702,Agriculture; Lawn & Garden,Sales; Parts; Service,L088218,7126472734,mailbot.jd@vanwall.com,HTTP://WWW.VANWALL.COM
John Deere,Platte Valley Equipment LLC,2221 County Road Q,Fremont,NE,US,68025,41.508331,-96.500582,4027219111,Agriculture; Lawn & Garden,Sales; Parts; Service,L068980,4027219664,pvegeneral@pvequip.com,http://www.plattevalleyequipment.com
John Deere,"Van-Wall Equipment, Inc.",393 N. Market Street,Audubon,IA,US,50025,41.7305,-94.9375,7125634266,Agriculture; Lawn & Garden,Sales; Parts; Service,L088245,7125634299,mailbot.jd@vanwall.com,HTTP://WWW.VANWALL.COM
John Deere,AKRS Equipment Solutions,87797 432nd Avenue,Ainsworth,NE,US,69210,42.5494,-99.8337,4023871800,Agriculture; Lawn & Garden,Sales; Parts; Service,L068716,4023871559,JDAinsworth@akrs.com,https://www.akrs.com/
John Deere,Platte Valley Equipment LLC,1093 Road W,Clarkson,NE,US,68629,41.712939,-97.061534,4028923444,Agriculture; Lawn & Garden,Sales; Parts; Service,L066868,4028923448,pvegeneral@pvequip.com,plattevalleyequipment.com
John Deere,"Van-Wall Equipment, Inc.",22728 141st Drive,Perry,IA,US,50220,41.8341,-94.0341,8005682381,Agriculture; Lawn & Garden,Sales; Parts; Service,L088286,5154652537,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,"Van-Wall Equipment, Inc.",1872 330th Street,Madrid,IA,US,50156,41.8775,-93.8013,5157953400,Agriculture; Lawn & Garden,Sales; Parts; Service,L088839,5157953068,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,"Van-Wall Equipment, Inc.",502 Highway 117 N,Colfax,IA,US,50054,41.7038,-93.2456,5156743565,Agriculture; Lawn & Garden,Sales; Parts; Service,L086209,5156744194,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,"Van-Wall Equipment, Inc.",1318 West Street S,Grinnell,IA,US,50112,41.7139,-92.726,6412366514,Agriculture; Lawn & Garden,Sales; Parts; Service,L089809,6412368339,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,"Van-Wall Equipment, Inc.",3006 S Center Street,Marshalltown,IA,US,50158,42.0099,-92.9115,6417521527,Agriculture; Lawn & Garden,Sales; Parts; Service,L089817,6417527087,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,Sinclair Tractor,1409 E Avenue,Kalona,IA,US,52247,41.486494,-91.691839,3196562291,Agriculture; Lawn & Garden,Sales; Parts; Service,L089257,3196563873,sinclair@sinclairtractor.com,HTTP://WWW.SINCLAIRTRACTOR.COM
John Deere,"P & K Midwest, Inc.",7089 15th Avenue,Keystone,IA,US,52249,41.994,-92.2033,3194423249,Agriculture; Lawn & Garden,Sales; Parts; Service,L083488,3194423269,keystone@pkmidwest.com,https://www.pkmidwest.com
John Deere,"Van-Wall Equipment, Inc.",1962 E 29,Toledo,IA,US,52342,42.1011,-92.5789,6414845225,Agriculture; Lawn & Garden,Sales; Parts; Service,L089813,6414843386,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,"Van-Wall Equipment, Inc.",1468 West A Avenue,Nevada,IA,US,50201,42.0107,-93.4781,5153822222,Agriculture; Lawn & Garden,Sales; Parts; Service,L081632,5153823530,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,"Van-Wall Equipment, Inc.",400 6th Street,Manning,IA,US,51455,41.9066,-95.0598,7126532574,Agriculture; Lawn & Garden,Sales; Parts; Service,L088259,7126532742,mailbot.jd@vanwall.com,HTTP://WWW.VANWALL.COM
John Deere,"Van-Wall Equipment, Inc.",505 Adams Drive,Denison,IA,US,51442,42.0216,-95.371,7122634547,Agriculture; Lawn & Garden,Sales; Parts; Service,L089578,7122636713,mailbot.jd@vanwall.com,http://www.vanwall.com
John Deere,Sinclair Tractor,3309 Lucas Street,Muscatine,IA,US,52761,41.426317,-91.085114,5632643276,Agriculture; Lawn & Garden,Sales; Parts; Service,L089959,5632640153,sinclair@sinclairtractor.com,http://www.sinclairtractor.com
John Deere,"P & K Midwest, Inc.",787 Wilcox Road,Mt. Vernon,IA,US,52314,41.9168,-91.4617,3198958370,Agriculture; Lawn & Garden,Sales; Parts; Service,L083498,3198954029,MtVernon-Mail@PKMidwest.com,https://www.pkmidwest.com
John Deere,"P & K Midwest, Inc.",733 N Center Point Road,Hiawatha,IA,US,52233,42.0451,-91.6795,3193783337,Agriculture; Lawn & Garden,Sales; Parts; Service,L083453,3193783340,hiawatha@pkmidwest.com,https://www.pkmidwest.com
John Deere,"Heritage Tractor, LLC",939 US Hwy 6 East,GENESEO,IL,US,61254,41.437653,-90.139071,3098394090,Agriculture; Lawn & Garden,Sales; Parts; Service,L068064,3099442210,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,"P & K Midwest, Inc.",21108 Scott Park Road,DAVENPORT,IA,US,52807,41.6117,-90.5589,5633861432,Agriculture; Lawn & Garden,Sales; Parts; Service,L089682,5633887943,Davenport@pkmidwest.com,https://www.pkmidwest.com
John Deere,Sinclair Tractor,2375 Yankee Avenue,Durant,IA,US,52747,41.602747,-90.920056,5637854457,Agriculture; Lawn & Garden,Sales; Parts; Service,L089955,5637854057,sinclair@sinclairtractor.com,http://www.sinclairtractor.com
John Deere,Sloan Implement Company,18390 Waller Road,Fulton,IL,US,61252,41.849278,-90.155262,8155894960,Agriculture; Lawn & Garden,Sales; Parts; Service,L083858,8155893275,info@sloans.com,http://www.sloans.com
John Deere,"P & K Midwest, Inc.",2600 190th Street,DELMAR,IA,US,52037,41.9019,-90.5881,5636595031,Agriculture; Lawn & Garden,Sales; Parts; Service,L083458,3198954029,delmar@pkmidwest.com,https://www.pkmidwest.com
John Deere,"P & K Midwest, Inc.",2157 Old Lincoln Highway,Lowden,IA,US,52255,41.865,-90.9474,5639415393,Agriculture; Lawn & Garden,Sales; Parts; Service,L083468,5639415454,lowden@pkmidwest.com,https://www.pkmidwest.com
John Deere,"Heritage Tractor, LLC",20144 1800 North Avenue,Princeton,IL,US,61356,41.407164,-89.469035,8158753838,Agriculture; Lawn & Garden,Sales; Parts; Service,L068028,8158752230,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,"Heritage Tractor, LLC",1701 S 13th Avenue,Mendota,IL,US,61342,41.521291,-89.126754,8155396724,Agriculture; Lawn & Garden,Sales; Parts; Service,L068049,8155382798,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,"Heritage Tractor, LLC",908 Bloody Gulch Road,Dixon,IL,US,61021,41.82419,-89.456789,8152884441,Agriculture; Lawn & Garden,Sales; Parts; Service,L068083,8152886023,SMO@heritagetractor.com,www.heritagetractor.com
John Deere,Sloan Implement Company,26208 US Hwy 52,Lanark,IL,US,61046,42.095232,-89.815905,8154932191,Agriculture; Lawn & Garden,Sales; Parts; Service,L088148,8154932566,info@sloans.com,http://www.sloans.com
John Deere,AHW LLC,705 W. Market Street,Somonauk,IL,US,60552,41.632,-88.6944,8154982371,Agriculture; Lawn & Garden,Sales; Parts; Service,L069859,8154982667,dlsomonauk@ahwllc.com,http://www.ahwllc.com
John Deere,AHW LLC,14N937 US Highway 20,Hampshire,IL,US,60140,42.0815,-88.452,8476834440,Agriculture; Lawn & Garden,Sales; Parts; Service,L065955,8476834468,dlhampshire@ahwllc.com,http://www.ahwllc.com
John Deere,DeKalb Implement Company,8680 State Route 64,Sycamore,IL,US,60178,42.0005,-88.779,8158993580,Agriculture; Lawn & Garden,Sales; Parts; Service,L065503,8158993584,dekalb@dekalbimpco.com,http://www.dekalbimpco.com
John Deere,Castongia Tractor,300 South State Road 49,Valparaiso,IN,US,46383,41.39,-87.0281,2194648640,Agriculture; Lawn & Garden,Sales; Parts; Service,L039739,2194651829,valparaiso@castrac.com,http://www.castongias.com
John Deere,"GreenMark Equipment, LLC",3920 E 200 North,Knox,IN,US,46534,41.332037,-86.622033,5747723533,Agriculture; Lawn & Garden,Sales; Parts; Service,L034988,5747723567,knoxsales@greenmarkequipment.com,http://greenmarkequipment.com
